Title,Sex.x,Age,Skinny,Date_Time,Year,Sex.y,Age_Class,Strength,Degree,Betweenness,Eigenvector
162,FemaleJ,Adult,No,1997-07-13,1997,FemaleJ,Adult,0.666666666666667,1,0,2.5713096615061e-4
162,FemaleJ,Adult,No,1997-07-16,1997,FemaleJ,Adult,0.666666666666667,1,0,2.5713096615061e-4
162,FemaleJ,Adult,No,1999-07-19,1999,FemaleJ,Adult,2.99365079365079,7,0,0.136543479154012
162,FemaleJ,Adult,No,2011-08-22,2011,FemaleJ,Adult,3.18571428571429,6,0,6.3493300419929e-4
162,FemaleJ,Adult,No,2013-09-05,2013,FemaleJ,Adult,2.06666666666667,3,0,0.0441291652435767
162,FemaleJ,Adult,No,2018-07-06,2018,NA,NA,NA,NA,NA,NA
162,FemaleJ,Adult,No,2018-08-16,2018,NA,NA,NA,NA,NA,NA
1621,NA,Adult,No,1999-07-13,1999,NA,Adult,4.11904761904762,7,0,0.171922328880836
1622,NA,Adult,No,1999-07-13,1999,NA,Adult,6.33333333333333,8,0,0.192060894039092
1623,FemaleJ,Adult,No,1999-07-13,1999,FemaleJ,Adult,2.66666666666667,4,0,0.105659573469509
1626,NA,Adult,No,1999-07-13,1999,NA,Adult,3.66666666666667,4,0,0.113777771066969
1628,NA,Adult,No,1999-07-14,1999,NA,Adult,2.64047619047619,6,0,0.0810275735105778
1628,NA,Adult,No,1999-07-15,1999,NA,Adult,2.64047619047619,6,0,0.0810275735105778
1630,FemaleJ,Adult,No,1999-07-14,1999,FemaleJ,Adult,6.88287268287268,20,0.00432748538011696,0.286944253200198
1630,FemaleJ,Adult,No,1999-07-15,1999,FemaleJ,Adult,6.88287268287268,20,0.00432748538011696,0.286944253200198
1630,FemaleJ,Adult,No,1999-07-22,1999,FemaleJ,Adult,6.88287268287268,20,0.00432748538011696,0.286944253200198
1630,FemaleJ,Adult,No,1999-08-12,1999,FemaleJ,Adult,6.88287268287268,20,0.00432748538011696,0.286944253200198
1630,FemaleJ,Adult,No,1999-08-18,1999,FemaleJ,Adult,6.88287268287268,20,0.00432748538011696,0.286944253200198
1631,FemaleJ,Adult,No,1999-07-15,1999,FemaleJ,Adult,2.84126984126984,6,0,0.0794002512043762
1632,NA,Adult,No,1999-07-15,1999,NA,Adult,2.84126984126984,6,0,0.0794002512043762
1633,FemaleJ,Adult,No,1999-07-15,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-07-16,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-07-19,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-07-22,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-08-18,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-08-19,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-08-20,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1633,FemaleJ,Adult,No,1999-08-21,1999,FemaleJ,Adult,6.06620046620047,25,0.19859649122807,0.300067709395311
1634,FemaleJ,Adult,No,1999-07-15,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1634,FemaleJ,Adult,No,1999-07-19,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1634,FemaleJ,Adult,No,1999-08-18,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1634,FemaleJ,Adult,No,1999-08-19,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1634,FemaleJ,Adult,No,1999-08-20,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1634,FemaleJ,Adult,No,1999-08-21,1999,FemaleJ,Adult,7.75591630591631,29,0.126023391812865,0.549086282238538
1642,NA,Adult,No,2001-08-06,2001,NA,Adult,1.66666666666667,2,0,0.0240376030002981
1645,FemaleJ,Adult,No,1999-07-16,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1645,FemaleJ,Adult,No,1999-07-19,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1645,FemaleJ,Adult,No,1999-07-22,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1645,FemaleJ,Adult,No,1999-07-23,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1645,FemaleJ,Adult,No,1999-08-12,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1645,FemaleJ,Adult,No,1999-08-18,1999,FemaleJ,Adult,6.23326118326118,19,0.044046783625731,0.28399511147742
1651,FemaleJ,Juvenile,No,1999-07-21,1999,FemaleJ,Juvenile,4.24285714285714,13,0,0.218676942302807
1651,FemaleJ,Juvenile,No,1999-08-18,1999,FemaleJ,Juvenile,4.24285714285714,13,0,0.218676942302807
166,NA,Adult,No,1990-07-11,1990,NA,Adult,2.65238095238095,5,0,0.0117267582842188
166,NA,Adult,No,1990-07-13,1990,NA,Adult,2.65238095238095,5,0,0.0117267582842188
1662,NA,Adult,No,1999-08-11,1999,NA,Adult,2.09047619047619,4,0.0178947368421053,0.0222118853322506
1662,NA,Adult,No,1999-08-17,1999,NA,Adult,2.09047619047619,4,0.0178947368421053,0.0222118853322506
1662,NA,Adult,No,1999-08-18,1999,NA,Adult,2.09047619047619,4,0.0178947368421053,0.0222118853322506
1667,FemaleJ,Adult,No,1999-08-11,1999,FemaleJ,Adult,1.66666666666667,2,0,0.00116463364947458
1672,NA,Adult,No,1999-08-12,1999,NA,Adult,1.83333333333333,3,0,0.0367296402204882
1674,NA,Adult,No,1999-08-17,1999,NA,Adult,1.4,3,0,0.0221881315373366
1676,Male,Adult,No,1999-08-17,1999,Male,Adult,3.45238095238095,6,0,0.0692410318038348
1676,Male,Adult,No,2001-08-30,2001,Male,Adult,8.66666666666667,9,0,0.831377187141501
1676,Male,Adult,No,2002-08-01,2002,Male,Adult,0.666666666666667,1,0,8.16619879579339e-5
1676,Male,Adult,No,2013-09-05,2013,Male,Adult,2.9,6,0,0.503377170347039
1676,Male,Adult,No,2018-07-06,2018,NA,NA,NA,NA,NA,NA
1676,Male,Adult,No,2018-08-16,2018,NA,NA,NA,NA,NA,NA
1677,NA,Adult,No,1999-08-17,1999,NA,Adult,3.95238095238095,7,0,0.0830682834934939
168,NA,Adult,No,1989-08-12,1989,NA,Adult,2.75,5,0.0220953106161558,0.018534939186285
168,NA,Adult,No,1989-08-13,1989,NA,Adult,2.75,5,0.0220953106161558,0.018534939186285
1687,NA,Adult,No,1999-08-20,1999,NA,Adult,0.666666666666667,1,0,0.00486217478643172
1692,Male,Adult,No,1999-08-21,1999,Male,Adult,7.79365079365079,11,0,1
1693,Male,Adult,No,1999-08-21,1999,Male,Adult,7.57142857142857,10,0,0.990495157123966
1695,NA,Adult,No,1999-08-21,1999,NA,Adult,6.28571428571429,8,0,0.920854852971778
1696,Male,Adult,No,1999-08-21,1999,Male,Adult,6.28571428571429,8,0,0.920854852971778
1697,NA,Adult,No,1999-08-21,1999,NA,NA,6.28571428571429,8,0,0.920854852971778
17,FemaleJ,Adult,No,1989-07-24,1989,FemaleJ,Adult,5.81666666666667,11,0.0185703407576623,0.543590891701693
17,FemaleJ,Adult,No,1989-08-10,1989,FemaleJ,Adult,5.81666666666667,11,0.0185703407576623,0.543590891701693
17,FemaleJ,Adult,No,1996-06-17,1996,FemaleJ,Adult,2.98571428571429,8,0.01455525606469,0.0644533436632499
17,FemaleJ,Adult,No,1996-06-19,1996,FemaleJ,Adult,2.98571428571429,8,0.01455525606469,0.0644533436632499
17,FemaleJ,Adult,No,1996-06-20,1996,FemaleJ,Adult,2.98571428571429,8,0.01455525606469,0.0644533436632499
17,FemaleJ,Adult,No,1999-07-12,1999,FemaleJ,Adult,2.16666666666667,5,0,0.0272352893182974
17,FemaleJ,Adult,No,1999-07-13,1999,FemaleJ,Adult,2.16666666666667,5,0,0.0272352893182974
17,FemaleJ,Adult,No,2001-08-21,2001,FemaleJ,Adult,7,10,0.00908662900188324,0
17,FemaleJ,Adult,No,2001-08-29,2001,FemaleJ,Adult,7,10,0.00908662900188324,0
17,FemaleJ,Adult,No,2002-08-13,2002,FemaleJ,Adult,0.666666666666667,1,0,2.00920332622605e-17
17,FemaleJ,Adult,No,2002-08-27,2002,FemaleJ,Adult,0.666666666666667,1,0,2.00920332622605e-17
170,FemaleJ,Adult,No,1997-07-03,1997,FemaleJ,Adult,0.666666666666667,1,0,0.00333080271543711
170,FemaleJ,Adult,No,1998-07-20,1998,FemaleJ,Adult,4.78571428571429,12,0,0.251460679917352
170,FemaleJ,Adult,No,1998-07-27,1998,FemaleJ,Adult,4.78571428571429,12,0,0.251460679917352
170,FemaleJ,Adult,No,1998-08-17,1998,FemaleJ,Adult,4.78571428571429,12,0,0.251460679917352
170,FemaleJ,Adult,No,1999-07-12,1999,FemaleJ,Adult,6.02460317460318,18,0.0604035087719298,0.180610895328276
170,FemaleJ,Adult,No,1999-07-19,1999,FemaleJ,Adult,6.02460317460318,18,0.0604035087719298,0.180610895328276
170,FemaleJ,Adult,No,1999-07-22,1999,FemaleJ,Adult,6.02460317460318,18,0.0604035087719298,0.180610895328276
170,FemaleJ,Adult,No,1999-07-23,1999,FemaleJ,Adult,6.02460317460318,18,0.0604035087719298,0.180610895328276
170,FemaleJ,Adult,No,2011-08-14,2011,FemaleJ,Adult,6.47460317460317,15,8.1288054736049e-4,0.00767473208935271
170,FemaleJ,Adult,No,2011-08-18,2011,FemaleJ,Adult,6.47460317460317,15,8.1288054736049e-4,0.00767473208935271
1707,NA,Adult,No,2001-08-06,2001,NA,NA,NA,NA,NA,NA
1715,NA,Adult,No,2001-08-06,2001,NA,Adult,3.33333333333333,4,0,0.0890036854910667
1716,NA,Adult,No,2001-08-06,2001,NA,Adult,1,1,0,1.1377571992012199e-18
1720,NA,Adult,No,2001-08-06,2001,NA,Adult,2,2,0,0
1721,NA,Adult,No,2001-08-06,2001,NA,Adult,2,2,0,0
1723,NA,Adult,No,2001-08-21,2001,NA,Adult,14.3333333333333,16,0.0101977401129944,0
1730,NA,Juvenile,No,2001-08-21,2001,NA,Juvenile,5,6,1.412429378531e-4,0
1735,NA,Adult,No,2001-08-21,2001,NA,Adult,4.33333333333333,5,0,0
1737,NA,Adult,No,2001-08-21,2001,NA,Adult,3.33333333333333,4,0,0
1739,Male,Adult,No,2001-08-21,2001,Male,Adult,7.66666666666667,8,0,0
1739,Male,Adult,No,2011-08-21,2011,Male,Adult,5.90209235209235,22,0.00998681815328604,0.0161954588618595
1739,Male,Adult,No,2011-08-22,2011,Male,Adult,5.90209235209235,22,0.00998681815328604,0.0161954588618595
1739,Male,Adult,No,2011-08-24,2011,Male,Adult,5.90209235209235,22,0.00998681815328604,0.0161954588618595
1739,Male,Adult,No,2011-08-27,2011,Male,Adult,5.90209235209235,22,0.00998681815328604,0.0161954588618595
1739,Male,Adult,No,2011-08-31,2011,Male,Adult,5.90209235209235,22,0.00998681815328604,0.0161954588618595
1739,Male,Adult,No,2013-09-05,2013,Male,Adult,5.64365079365079,17,0.171311475409836,0.706377804000168
1739,Male,Adult,No,2013-09-06,2013,Male,Adult,5.64365079365079,17,0.171311475409836,0.706377804000168
1739,Male,Adult,No,2013-09-07,2013,Male,Adult,5.64365079365079,17,0.171311475409836,0.706377804000168
1739,Male,Adult,No,2015-06-15,2015,Male,Adult,5.14920634920635,14,0.0759873928888013,0.0489611266701068
1739,Male,Adult,No,2015-06-16,2015,Male,Adult,5.14920634920635,14,0.0759873928888013,0.0489611266701068
1739,Male,Adult,No,2015-08-03,2015,Male,Adult,5.14920634920635,14,0.0759873928888013,0.0489611266701068
1739,Male,Adult,No,2015-08-04,2015,Male,Adult,5.14920634920635,14,0.0759873928888013,0.0489611266701068
1739,Male,Adult,Yes,2016-07-25,2016,Male,Adult,16.1484126984127,46,0,0.681928847988653
1739,Male,Adult,No,2018-07-06,2018,NA,NA,NA,NA,NA,NA
1739,Male,Adult,No,2018-08-16,2018,NA,NA,NA,NA,NA,NA
174,NA,Juvenile,No,1989-08-12,1989,NA,Juvenile,3.33333333333333,4,9.5183704549781e-4,0.0251125364813755
1744,NA,Adult,No,2001-08-21,2001,NA,Adult,7.66666666666667,8,0,0
1747,FemaleJ,Adult,No,2006-07-25,2006,FemaleJ,Adult,4.17857142857143,9,0.471264367816092,0.166761129553074
1747,FemaleJ,Adult,No,2006-07-30,2006,FemaleJ,Adult,4.17857142857143,9,0.471264367816092,0.166761129553074
1747,FemaleJ,Adult,No,2006-07-31,2006,FemaleJ,Adult,4.17857142857143,9,0.471264367816092,0.166761129553074
1747,FemaleJ,Adult,No,2006-08-01,2006,FemaleJ,Adult,4.17857142857143,9,0.471264367816092,0.166761129553074
1747,FemaleJ,Adult,No,2006-08-03,2006,FemaleJ,Adult,4.17857142857143,9,0.471264367816092,0.166761129553074
1747,FemaleJ,Adult,No,2007-08-02,2007,FemaleJ,Adult,3,3,0.019047619047619,0
1747,FemaleJ,Adult,No,2018-03-16,2018,NA,NA,NA,NA,NA,NA
1747,FemaleJ,Adult,No,2018-08-16,2018,NA,NA,NA,NA,NA,NA
1749,NA,Adult,No,2001-08-21,2001,NA,Adult,7.66666666666667,8,0,0
1750,NA,Adult,No,2001-08-21,2001,NA,Adult,7.66666666666667,8,0,0
1752,NA,Adult,No,2001-08-21,2001,NA,Adult,3.83333333333333,6,0.00840866290018832,0
1752,NA,Adult,No,2001-08-29,2001,NA,Adult,3.83333333333333,6,0.00840866290018832,0
1753,NA,Adult,No,2001-08-21,2001,NA,Adult,4.66666666666667,7,0.00905838041431262,0
1753,NA,Adult,No,2001-08-29,2001,NA,Adult,4.66666666666667,7,0.00905838041431262,0
1755,NA,Adult,No,2001-08-21,2001,NA,NA,NA,NA,NA,NA
1756,NA,Adult,No,2001-08-28,2001,NA,Adult,3,3,0,0
1757,FemaleJ,Adult,No,2001-08-28,2001,FemaleJ,Adult,3,3,0,0
1757,FemaleJ,Adult,No,2006-07-30,2006,FemaleJ,Adult,3.32142857142857,6,0,0.0667337619350048
1757,FemaleJ,Adult,No,2006-07-31,2006,FemaleJ,Adult,3.32142857142857,6,0,0.0667337619350048
1757,FemaleJ,Adult,No,2006-08-01,2006,FemaleJ,Adult,3.32142857142857,6,0,0.0667337619350048
1757,FemaleJ,Adult,No,2006-08-02,2006,FemaleJ,Adult,3.32142857142857,6,0,0.0667337619350048
1757,FemaleJ,Adult,No,2010-07-21,2010,FemaleJ,Adult,5.25634920634921,16,0.0333555333555334,0.13959758743547
1757,FemaleJ,Adult,No,2010-07-24,2010,FemaleJ,Adult,5.25634920634921,16,0.0333555333555334,0.13959758743547
1757,FemaleJ,Adult,No,2011-08-14,2011,FemaleJ,Adult,4.48571428571429,8,0,0.00655358429919044
1757,FemaleJ,Adult,No,2011-08-15,2011,FemaleJ,Adult,4.48571428571429,8,0,0.00655358429919044
1757,FemaleJ,Adult,No,2015-08-28,2015,FemaleJ,Adult,8.9,13,0,0.254864511267749
1757,FemaleJ,Adult,No,2016-07-22,2016,FemaleJ,Adult,7.85281385281385,32,0.0210105416481256,0.127415090865389
1757,FemaleJ,Adult,No,2018-08-16,2018,NA,NA,NA,NA,NA,NA
1759,NA,Adult,No,2001-08-28,2001,NA,Adult,3,3,0,0
176,NA,Adult,No,1989-08-12,1989,NA,Adult,0.285714285714286,1,0,0.00283609901096261
1764,NA,Adult,No,2001-08-29,2001,NA,Adult,1.33333333333333,2,0,0
1765,NA,Adult,No,2001-08-29,2001,NA,Adult,1.33333333333333,2,0,0
1771,NA,Adult,No,2001-08-30,2001,NA,Adult,1,1,0,0
1772,NA,Adult,No,2001-08-30,2001,NA,NA,NA,NA,NA,NA
1774,NA,Adult,No,2001-08-30,2001,NA,Adult,3,3,0,0.138003101453127
1777,NA,Adult,No,2001-08-30,2001,NA,Adult,3,3,0,0.138003101453127
1779,Male,Adult,No,2001-08-30,2001,Male,Adult,3,3,0,0.138003101453127
1779,Male,Adult,No,2002-08-22,2002,Male,Adult,8.96666666666667,15,0.0574955960070464,0.446427371888808
1779,Male,Adult,No,2002-08-28,2002,Male,Adult,8.96666666666667,15,0.0574955960070464,0.446427371888808
1779,Male,Adult,No,2006-07-25,2006,Male,Adult,3.26666666666667,5,0.00114942528735632,0.134939704943696
1779,Male,Adult,No,2006-08-03,2006,Male,Adult,3.26666666666667,5,0.00114942528735632,0.134939704943696
1779,Male,Adult,No,2010-07-21,2010,Male,Adult,3.06666666666667,6,0.121545121545122,0.0129968774661754
1779,Male,Adult,No,2010-07-27,2010,Male,Adult,3.06666666666667,6,0.121545121545122,0.0129968774661754
1779,Male,Adult,No,2011-08-31,2011,NA,NA,2.57142857142857,4,0,2.620212754886e-4
178,NA,Adult,No,1989-08-12,1989,NA,Adult,0.666666666666667,1,0,2.01608137937475e-17
1791,NA,Adult,No,2001-08-30,2001,NA,Adult,3,3,0,0.0211986076564863
1796,NA,Adult,No,2001-08-30,2001,NA,Adult,9.33333333333333,10,5.13610683102209e-5,0.875511064052735
18,Male,Adult,No,1989-08-04,1989,Male,Adult,3.81666666666667,8,0.0185703407576623,0.409896734523395
18,Male,Adult,No,1989-08-10,1989,Male,Adult,3.81666666666667,8,0.0185703407576623,0.409896734523395
18,Male,Adult,No,1990-08-05,1990,Male,Adult,2.76515151515152,6,0.0100796096558808,0.0868964878805549
18,Male,Adult,No,1990-08-06,1990,Male,Adult,2.76515151515152,6,0.0100796096558808,0.0868964878805549
18,Male,Adult,No,1994-08-13,1994,Male,Adult,2.16666666666667,3,0,6.13949666611949e-17
18,Male,Adult,No,1995-08-29,1995,Male,Adult,4,4,0,0
18,Male,Adult,No,1996-07-29,1996,Male,Adult,3.03333333333333,6,0,0.190229004086855
18,Male,Adult,No,1996-08-27,1996,Male,Adult,3.03333333333333,6,0,0.190229004086855
18,Male,Adult,No,1997-08-18,1997,Male,Adult,2.57460317460317,7,0.0207780725022104,0.0462040886735235
18,Male,Adult,No,1997-08-25,1997,Male,Adult,2.57460317460317,7,0.0207780725022104,0.0462040886735235
1803,NA,Adult,No,2001-08-30,2001,NA,Adult,9.33333333333333,10,5.13610683102209e-5,0.875511064052735
1804,NA,Adult,No,2001-08-30,2001,NA,Adult,9.33333333333333,10,5.13610683102209e-5,0.875511064052735
1818,NA,Adult,No,2001-08-30,2001,NA,Adult,3,3,0,0.0211986076564863
1825,NA,Adult,No,2001-08-30,2001,NA,Adult,5,5,0.0474576271186441,0.153609646691066
1829,Male,Adult,No,2001-08-30,2001,Male,Adult,3,3,0,0.0211986076564863
1829,Male,Adult,No,2002-08-22,2002,Male,Adult,5.5,7,0,0.0182283345644191
1829,Male,Adult,No,2011-08-14,2011,Male,Adult,4.85238095238095,15,0,0.0135996189251959
1829,Male,Adult,No,2011-08-21,2011,Male,Adult,4.85238095238095,15,0,0.0135996189251959
1829,Male,Adult,No,2011-08-24,2011,Male,Adult,4.85238095238095,15,0,0.0135996189251959
183,NA,Juvenile,No,1989-08-12,1989,NA,Juvenile,0.333333333333333,1,0,0.0174322983240923
183,NA,Juvenile,No,1989-08-13,1989,NA,Juvenile,0.333333333333333,1,0,0.0174322983240923
183,NA,Adult,No,1996-06-17,1996,NA,Adult,6.92619047619048,15,0.0107217729859239,0.216345821534888
183,NA,Adult,No,1996-06-19,1996,NA,Adult,6.92619047619048,15,0.0107217729859239,0.216345821534888
183,NA,Adult,No,1996-06-22,1996,NA,Adult,6.92619047619048,15,0.0107217729859239,0.216345821534888
1832,FemaleJ,Adult,No,2001-08-30,2001,NA,NA,3,3,0,0.166688039998867
184,NA,Juvenile,No,1989-08-13,1989,NA,Juvenile,2.5,3,0,0.019996254872084
184,NA,Juvenile,No,1990-07-07,1990,NA,Juvenile,5.60642135642136,15,0.0106071306283171,0.0350671845430737
184,NA,Juvenile,No,1990-07-11,1990,NA,Juvenile,5.60642135642136,15,0.0106071306283171,0.0350671845430737
184,NA,Juvenile,No,1990-07-13,1990,NA,Juvenile,5.60642135642136,15,0.0106071306283171,0.0350671845430737
185,Male,Adult,No,1997-08-20,1997,Male,Adult,2.11904761904762,4,0,0.0422832510964153
186,Male,Adult,No,1989-08-13,1989,Male,Adult,2.5,3,0,0.0199962548720839
186,Male,Adult,No,1990-06-16,1990,Male,Adult,1.31666666666667,3,0.0100796096558808,0.00314245329014557
186,Male,Adult,No,1990-06-22,1990,Male,Adult,1.31666666666667,3,0.0100796096558808,0.00314245329014557
189,NA,Adult,No,1989-08-13,1989,NA,Adult,3.11904761904762,6,0,0.362516916520275
1904,FemaleJ,Adult,No,2002-08-01,2002,FemaleJ,Adult,0.8,1,0,8.15196785178749e-5
1904,FemaleJ,Adult,No,2002-08-30,2002,FemaleJ,Adult,0.8,1,0,8.15196785178749e-5
1904,FemaleJ,Adult,No,2006-07-30,2006,FemaleJ,Adult,2.79285714285714,5,0.00919540229885057,0.0755102284752444
1904,FemaleJ,Adult,No,2006-07-31,2006,FemaleJ,Adult,2.79285714285714,5,0.00919540229885057,0.0755102284752444
1904,FemaleJ,Adult,No,2006-08-03,2006,FemaleJ,Adult,2.79285714285714,5,0.00919540229885057,0.0755102284752444
1904,FemaleJ,Adult,No,2010-07-21,2010,FemaleJ,Adult,3.4,7,0,0.0557835313632555
1904,FemaleJ,Adult,No,2010-07-24,2010,FemaleJ,Adult,3.4,7,0,0.0557835313632555
1904,FemaleJ,Adult,No,2015-06-16,2015,FemaleJ,Adult,1.33333333333333,2,0,0.00140998996048026
1904,FemaleJ,Adult,No,2015-08-21,2015,FemaleJ,Adult,1.33333333333333,2,0,0.00140998996048026
1907,NA,Adult,No,2002-08-05,2002,NA,Adult,3.83333333333333,6,0,0.00144042890071084
1914,NA,Adult,No,2002-08-05,2002,NA,Adult,3.66666666666667,6,0,0.00144015960494503
1917,FemaleJ,Adult,No,2002-08-05,2002,FemaleJ,Adult,4.3,8,0,0.00116877875790076
1917,FemaleJ,Adult,No,2002-08-27,2002,FemaleJ,Adult,4.3,8,0,0.00116877875790076
1919,NA,Adult,No,2002-08-05,2002,NA,Adult,1.5,3,0,0.0011566299599288
1924,Male,Adult,No,2002-08-05,2002,Male,Adult,2.9,5,0,0.00288603496887978
1926,NA,Adult,No,2002-08-05,2002,NA,Adult,2.9,5,0,0.00288603496887976
1929,FemaleJ,Adult,No,2002-08-05,2002,FemaleJ,Adult,9.25714285714286,24,0.244822861616755,0.015398208802859
1929,FemaleJ,Adult,No,2002-08-14,2002,FemaleJ,Adult,9.25714285714286,24,0.244822861616755,0.015398208802859
1929,FemaleJ,Adult,No,2002-08-19,2002,FemaleJ,Adult,9.25714285714286,24,0.244822861616755,0.015398208802859
1929,FemaleJ,Adult,No,2002-08-27,2002,FemaleJ,Adult,9.25714285714286,24,0.244822861616755,0.015398208802859
1929,FemaleJ,Adult,No,2011-08-25,2011,FemaleJ,Adult,15.4,19,0,0.373563025095722
1930,FemaleJ,Adult,No,2002-08-13,2002,FemaleJ,Adult,4.9,10,0.0315913094539049,0.00182685809966354
1930,FemaleJ,Adult,No,2002-08-19,2002,FemaleJ,Adult,4.9,10,0.0315913094539049,0.00182685809966354
1930,FemaleJ,Adult,No,2002-08-30,2002,FemaleJ,Adult,4.9,10,0.0315913094539049,0.00182685809966354
1932,NA,Adult,No,2002-08-13,2002,NA,Adult,0.666666666666667,1,0,2.26706286776314e-17
1939,NA,Adult,No,2002-08-14,2002,NA,Adult,3.16666666666667,5,0,0.0074195592459424
1942,NA,Adult,No,2002-08-14,2002,NA,Adult,3.66666666666667,5,0,0.0572866959705115
1943,NA,Adult,No,2002-08-14,2002,NA,Adult,3.66666666666667,5,0,0.0572866959705114
1946,NA,Adult,No,2002-08-14,2002,NA,Adult,8.5,14,0.132626495315867,0.284838822370543
1946,NA,Adult,No,2002-08-22,2002,NA,Adult,8.5,14,0.132626495315867,0.284838822370543
195,NA,Adult,No,1989-08-13,1989,NA,Adult,4.28571428571429,7,0,0.49389860384845
1951,NA,Adult,No,2002-08-18,2002,NA,Adult,1.66666666666667,2,0,0.0116266762918493
1956,NA,Adult,No,2002-08-19,2002,NA,Adult,6.16666666666667,7,0,0.00282966931686473
1957,NA,Adult,No,2002-08-19,2002,NA,Adult,8.16666666666667,9,0,0.00318903194625347
1959,NA,Adult,No,2002-08-19,2002,NA,Adult,8.16666666666667,9,0,0.00318903194625342
1960,NA,Adult,No,2002-08-19,2002,NA,Adult,6.16666666666667,7,0,0.00282966931686468
1961,FemaleJ,Adult,No,2002-08-19,2002,NA,Adult,6.16666666666667,7,0,0.00282966931686472
1962,NA,Adult,No,2002-08-19,2002,NA,Adult,5.16666666666667,6,0,0.00238396360441211
1964,NA,Adult,No,2002-08-19,2002,NA,Adult,4.5,5,0,0.00140531993771521
1966,Male,Adult,No,2002-08-14,2002,Male,Adult,15.2,24,0.182687414366804,0.0638295571323274
1966,Male,Adult,No,2002-08-19,2002,Male,Adult,15.2,24,0.182687414366804,0.0638295571323274
1967,NA,Adult,No,2002-08-14,2002,NA,Adult,9.56666666666667,15,0.0282638481111764,0.0191639455503444
1967,NA,Adult,No,2002-08-19,2002,NA,Adult,9.56666666666667,15,0.0282638481111764,0.0191639455503444
1968,NA,Adult,No,2002-08-19,2002,NA,Adult,4.33333333333333,5,0.0146799765120376,7.1998462610806e-4
197,NA,Adult,No,1989-08-13,1989,NA,Adult,4.28571428571429,7,0,0.49389860384845
1970,NA,Adult,No,2002-08-19,2002,NA,Adult,3.66666666666667,4,9.1994519475435e-4,0.00204633104278371
1971,NA,Adult,No,2002-08-19,2002,NA,Adult,4,4,0,9.029834173646e-4
1972,NA,Adult,No,2002-08-19,2002,NA,Adult,4.66666666666667,5,9.1994519475435e-4,0.00211461191052063
1978,FemaleJ,Adult,No,2002-08-14,2002,FemaleJ,Adult,10.2333333333333,17,0.0368369543942063,0.0184582727903882
1978,FemaleJ,Adult,No,2002-08-19,2002,FemaleJ,Adult,10.2333333333333,17,0.0368369543942063,0.0184582727903882
1980,NA,Adult,No,2002-08-19,2002,NA,Adult,3.73333333333333,5,0,0.00808658808571605
1981,NA,Adult,No,2002-08-19,2002,NA,Adult,4.73333333333333,6,0,0.00849174342709371
1982,NA,Adult,No,2002-08-19,2002,NA,Adult,3.33333333333333,4,0,0.00427214279264112
1983,NA,Adult,No,2002-08-19,2002,NA,Adult,5.4,7,0,0.00965875620056088
1987,NA,Juvenile,No,2002-08-19,2002,NA,Juvenile,1.33333333333333,2,0,7.93490804295393e-5
2,NA,Adult,No,1989-07-23,1989,NA,Adult,4.16904761904762,10,0.00380734818199124,0.465008887696619
2,NA,Adult,No,1989-07-24,1989,NA,Adult,4.16904761904762,10,0.00380734818199124,0.465008887696619
2,NA,Adult,No,1989-08-10,1989,NA,Adult,4.16904761904762,10,0.00380734818199124,0.465008887696619
2,NA,Adult,No,1989-08-13,1989,NA,Adult,4.16904761904762,10,0.00380734818199124,0.465008887696619
2000,FemaleJ,Adult,No,2002-08-22,2002,FemaleJ,Adult,5.5,7,0,0.0182283345644191
2008,FemaleJ,Adult,No,2002-08-22,2002,FemaleJ,Adult,5.5,7,0,0.0182283345644191
2010,FemaleJ,Adult,No,2002-08-22,2002,FemaleJ,Adult,6.16666666666667,8,0.0342581718535917,0.0571807165198694
2013,Male,Adult,No,2002-08-22,2002,Male,Adult,6.16666666666667,8,0.0342581718535917,0.0571807165198694
