"Title","Sex","Age","Skinny","Date_Time"
"1472",NA,"Adult","Yes",1998-08-08
"1472",NA,"Adult","Yes",1998-08-15
"1472",NA,"Adult","Yes",1998-08-16
"1472",NA,"Adult","No",1999-07-13
"1472",NA,"Adult","No",1999-07-15
"1472",NA,"Adult","No",1999-08-17
"1472",NA,"Adult","No",1999-08-18
"1472",NA,"Adult","No",1999-08-21
"1473",NA,"Adult","No",1998-07-22
"1479",NA,"Adult","No",1998-07-25
"1488",NA,"Adult","No",1998-07-27
"149",NA,"Adult","No",1989-08-11
"1493",NA,"Adult","No",1998-08-08
"1493",NA,"Adult","No",1999-08-18
"1493",NA,"Adult","No",1999-08-21
"1496",NA,"Adult","No",1998-08-08
"1497",NA,"Adult","No",1998-08-08
"15","Male","Adult","No",1989-07-24
"15","Male","Adult","No",1989-08-10
"15","Male","Adult","No",1990-08-05
"15","Male","Adult","No",1990-08-06
"150",NA,"Adult","No",1989-08-12
"1500",NA,"Adult","Yes",1998-08-09
"1501",NA,"Adult","No",1998-08-11
"1501",NA,"Adult","No",1998-08-20
"1503",NA,"Adult","No",1998-08-11
"1504",NA,"Adult","No",1998-08-15
"1505",NA,"Adult","No",1998-08-15
"1507","FemaleJ","Adult","No",1998-08-15
"1507","FemaleJ","Adult","No",1998-08-16
"151","FemaleJ","Adult","No",1989-08-12
"1510","FemaleJ","Adult","No",1998-08-19
"1510","FemaleJ","Adult","No",1998-08-20
"1510","FemaleJ","Adult","No",1998-08-21
"1512","FemaleJ","Adult","No",1998-08-20
"1512","FemaleJ","Adult","No",2002-08-22
"1513",NA,"Adult","No",1998-08-20
"1515",NA,"Adult","No",1998-08-20
"152","FemaleJ","Adult","No",1989-08-12
"152","FemaleJ","Adult","No",1990-07-06
"152","FemaleJ","Adult","No",1990-07-07
"152","FemaleJ","Adult","No",1990-07-12
"152","FemaleJ","Adult","No",1990-07-14
"152","FemaleJ","Adult","No",1990-07-28
"153","FemaleJ","Juvenile","No",1989-08-13
"153","FemaleJ","Juvenile","No",1990-06-26
"153","FemaleJ","Juvenile","No",1990-07-11
"156",NA,"Adult","No",1989-08-12
"156",NA,"Adult","No",1990-07-16
"158",NA,"Adult","No",1990-07-12
"159","FemaleJ","Adult","No",1989-08-12
"159","FemaleJ","Adult","No",1993-07-17
"159","FemaleJ","Adult","Yes",1996-06-22
"159","FemaleJ","Adult","No",1996-08-23
"159","FemaleJ","Adult","No",1997-07-07
"159","FemaleJ","Adult","No",1997-07-08
"159","FemaleJ","Adult","No",1997-07-09
"159","FemaleJ","Adult","No",1997-08-25
"159","FemaleJ","Adult","No",1998-08-15
"159","FemaleJ","Adult","No",1998-08-21
"16","Male","Adult","No",1990-08-06
"16","Male","Adult","No",1990-08-10
"16","Male","Adult","No",2001-08-30
"16","Male","Adult","No",2002-08-21
"16","Male","Adult","No",2002-08-22
"16","Male","Adult","No",2011-07-24
"16","Male","Adult","No",2011-08-15
"16","Male","Adult","No",2011-08-17
"16","Male","Adult","No",2011-08-18
"16","Male","Adult","No",2011-08-22
"16","Male","Adult","No",2011-08-24
"16","Male","Adult","No",2018-08-16
"1602","FemaleJ","Adult","No",1999-07-12
"1605",NA,"Juvenile","No",1999-07-13
"1618",NA,"Adult","No",1999-07-13
"1618",NA,"Adult","No",1999-07-15
"1618",NA,"Adult","No",1999-08-12
"162","FemaleJ","Adult","No",1989-08-12
"162","FemaleJ","Adult","No",1994-08-13
"162","FemaleJ","Adult","No",1994-08-17
"162","FemaleJ","Adult","No",1997-07-13
"162","FemaleJ","Adult","No",1997-07-16
"162","FemaleJ","Adult","No",1999-07-19
"162","FemaleJ","Adult","No",2011-08-22
"162","FemaleJ","Adult","No",2013-09-05
"162","FemaleJ","Adult","No",2018-07-06
"162","FemaleJ","Adult","No",2018-08-16
"1621",NA,"Adult","No",1999-07-13
"1622",NA,"Adult","No",1999-07-13
"1623","FemaleJ","Adult","No",1999-07-13
"1626",NA,"Adult","No",1999-07-13
"1628",NA,"Adult","No",1999-07-14
"1628",NA,"Adult","No",1999-07-15
"1630","FemaleJ","Adult","No",1999-07-14
"1630","FemaleJ","Adult","No",1999-07-15
"1630","FemaleJ","Adult","No",1999-07-22
"1630","FemaleJ","Adult","No",1999-08-12
"1630","FemaleJ","Adult","No",1999-08-18
"1631","FemaleJ","Adult","No",1999-07-15
"1632",NA,"Adult","No",1999-07-15
"1633","FemaleJ","Adult","No",1999-07-15
"1633","FemaleJ","Adult","No",1999-07-16
"1633","FemaleJ","Adult","No",1999-07-19
"1633","FemaleJ","Adult","No",1999-07-22
"1633","FemaleJ","Adult","No",1999-08-18
"1633","FemaleJ","Adult","No",1999-08-19
"1633","FemaleJ","Adult","No",1999-08-20
"1633","FemaleJ","Adult","No",1999-08-21
"1634","FemaleJ","Adult","No",1999-07-15
"1634","FemaleJ","Adult","No",1999-07-19
"1634","FemaleJ","Adult","No",1999-08-18
"1634","FemaleJ","Adult","No",1999-08-19
"1634","FemaleJ","Adult","No",1999-08-20
"1634","FemaleJ","Adult","No",1999-08-21
"1642",NA,"Adult","No",2001-08-06
"1645","FemaleJ","Adult","No",1999-07-16
"1645","FemaleJ","Adult","No",1999-07-19
"1645","FemaleJ","Adult","No",1999-07-22
"1645","FemaleJ","Adult","No",1999-07-23
"1645","FemaleJ","Adult","No",1999-08-12
"1645","FemaleJ","Adult","No",1999-08-18
"1651","FemaleJ","Juvenile","No",1999-07-21
"1651","FemaleJ","Juvenile","No",1999-08-18
"166",NA,"Adult","No",1990-07-11
"166",NA,"Adult","No",1990-07-13
"1662",NA,"Adult","No",1999-08-11
"1662",NA,"Adult","No",1999-08-17
"1662",NA,"Adult","No",1999-08-18
"1667","FemaleJ","Adult","No",1999-08-11
"1672",NA,"Adult","No",1999-08-12
"1674",NA,"Adult","No",1999-08-17
"1676","Male","Adult","No",1999-08-17
"1676","Male","Adult","No",2001-08-30
"1676","Male","Adult","No",2002-08-01
"1676","Male","Adult","No",2013-09-05
"1676","Male","Adult","No",2018-07-06
"1676","Male","Adult","No",2018-08-16
"1677",NA,"Adult","No",1999-08-17
"168",NA,"Adult","No",1989-08-12
"168",NA,"Adult","No",1989-08-13
"1687",NA,"Adult","No",1999-08-20
"1692","Male","Adult","No",1999-08-21
"1693","Male","Adult","No",1999-08-21
"1695",NA,"Adult","No",1999-08-21
"1696","Male","Adult","No",1999-08-21
"1697",NA,"Adult","No",1999-08-21
"17","FemaleJ","Adult","No",1989-07-24
"17","FemaleJ","Adult","No",1989-08-10
"17","FemaleJ","Adult","No",1996-06-17
"17","FemaleJ","Adult","No",1996-06-19
"17","FemaleJ","Adult","No",1996-06-20
"17","FemaleJ","Adult","No",1999-07-12
"17","FemaleJ","Adult","No",1999-07-13
"17","FemaleJ","Adult","No",2001-08-21
"17","FemaleJ","Adult","No",2001-08-29
"17","FemaleJ","Adult","No",2002-08-13
"17","FemaleJ","Adult","No",2002-08-27
"170","FemaleJ","Adult","No",1997-07-03
"170","FemaleJ","Adult","No",1998-07-20
"170","FemaleJ","Adult","No",1998-07-27
"170","FemaleJ","Adult","No",1998-08-17
"170","FemaleJ","Adult","No",1999-07-12
"170","FemaleJ","Adult","No",1999-07-19
"170","FemaleJ","Adult","No",1999-07-22
"170","FemaleJ","Adult","No",1999-07-23
"170","FemaleJ","Adult","No",2011-08-14
"170","FemaleJ","Adult","No",2011-08-18
"1707",NA,"Adult","No",2001-08-06
"1715",NA,"Adult","No",2001-08-06
"1716",NA,"Adult","No",2001-08-06
"1720",NA,"Adult","No",2001-08-06
"1721",NA,"Adult","No",2001-08-06
"1723",NA,"Adult","No",2001-08-21
"1730",NA,"Juvenile","No",2001-08-21
"1735",NA,"Adult","No",2001-08-21
"1737",NA,"Adult","No",2001-08-21
"1739","Male","Adult","No",2001-08-21
"1739","Male","Adult","No",2011-08-21
"1739","Male","Adult","No",2011-08-22
"1739","Male","Adult","No",2011-08-24
"1739","Male","Adult","No",2011-08-27
"1739","Male","Adult","No",2011-08-31
"1739","Male","Adult","No",2013-09-05
"1739","Male","Adult","No",2013-09-06
"1739","Male","Adult","No",2013-09-07
"1739","Male","Adult","No",2015-06-15
"1739","Male","Adult","No",2015-06-16
"1739","Male","Adult","No",2015-08-03
"1739","Male","Adult","No",2015-08-04
"1739","Male","Adult","Yes",2016-07-25
"1739","Male","Adult","No",2018-07-06
"1739","Male","Adult","No",2018-08-16
"174",NA,"Juvenile","No",1989-08-12
"1744",NA,"Adult","No",2001-08-21
"1747","FemaleJ","Adult","No",2006-07-25
"1747","FemaleJ","Adult","No",2006-07-30
"1747","FemaleJ","Adult","No",2006-07-31
"1747","FemaleJ","Adult","No",2006-08-01
"1747","FemaleJ","Adult","No",2006-08-03
"1747","FemaleJ","Adult","No",2007-08-02
"1747","FemaleJ","Adult","No",2018-03-16
"1747","FemaleJ","Adult","No",2018-08-16
"1749",NA,"Adult","No",2001-08-21
"1750",NA,"Adult","No",2001-08-21
"1752",NA,"Adult","No",2001-08-21
"1752",NA,"Adult","No",2001-08-29
"1753",NA,"Adult","No",2001-08-21
"1753",NA,"Adult","No",2001-08-29
"1755",NA,"Adult","No",2001-08-21
"1756",NA,"Adult","No",2001-08-28
"1757","FemaleJ","Adult","No",2001-08-28
"1757","FemaleJ","Adult","No",2006-07-30
"1757","FemaleJ","Adult","No",2006-07-31
"1757","FemaleJ","Adult","No",2006-08-01
"1757","FemaleJ","Adult","No",2006-08-02
"1757","FemaleJ","Adult","No",2010-07-21
"1757","FemaleJ","Adult","No",2010-07-24
"1757","FemaleJ","Adult","No",2011-08-14
"1757","FemaleJ","Adult","No",2011-08-15
"1757","FemaleJ","Adult","No",2015-08-28
"1757","FemaleJ","Adult","No",2016-07-22
"1757","FemaleJ","Adult","No",2018-08-16
"1759",NA,"Adult","No",2001-08-28
"176",NA,"Adult","No",1989-08-12
"1764",NA,"Adult","No",2001-08-29
"1765",NA,"Adult","No",2001-08-29
"1771",NA,"Adult","No",2001-08-30
"1772",NA,"Adult","No",2001-08-30
"1774",NA,"Adult","No",2001-08-30
"1777",NA,"Adult","No",2001-08-30
"1779","Male","Adult","No",2001-08-30
"1779","Male","Adult","No",2002-08-22
"1779","Male","Adult","No",2002-08-28
"1779","Male","Adult","No",2006-07-25
"1779","Male","Adult","No",2006-08-03
"1779","Male","Adult","No",2010-07-21
"1779","Male","Adult","No",2010-07-27
"1779","Male","Adult","No",2011-08-31
"178",NA,"Adult","No",1989-08-12
"1791",NA,"Adult","No",2001-08-30
"1796",NA,"Adult","No",2001-08-30
"18","Male","Adult","No",1989-08-04
"18","Male","Adult","No",1989-08-10
"18","Male","Adult","No",1990-08-05
"18","Male","Adult","No",1990-08-06
"18","Male","Adult","No",1994-08-13
"18","Male","Adult","No",1995-08-29
"18","Male","Adult","No",1996-07-29
"18","Male","Adult","No",1996-08-27
"18","Male","Adult","No",1997-08-18
"18","Male","Adult","No",1997-08-25
"1803",NA,"Adult","No",2001-08-30
"1804",NA,"Adult","No",2001-08-30
"1818",NA,"Adult","No",2001-08-30
"1825",NA,"Adult","No",2001-08-30
"1829","Male","Adult","No",2001-08-30
"1829","Male","Adult","No",2002-08-22
"1829","Male","Adult","No",2011-08-14
"1829","Male","Adult","No",2011-08-21
"1829","Male","Adult","No",2011-08-24
"183",NA,"Juvenile","No",1989-08-12
"183",NA,"Juvenile","No",1989-08-13
"183",NA,"Adult","No",1996-06-17
"183",NA,"Adult","No",1996-06-19
"183",NA,"Adult","No",1996-06-22
"1832","FemaleJ","Adult","No",2001-08-30
"184",NA,"Juvenile","No",1989-08-13
"184",NA,"Juvenile","No",1990-07-07
"184",NA,"Juvenile","No",1990-07-11
"184",NA,"Juvenile","No",1990-07-13
"185","Male","Adult","No",1997-08-20
"186","Male","Adult","No",1989-08-13
"186","Male","Adult","No",1990-06-16
"186","Male","Adult","No",1990-06-22
"189",NA,"Adult","No",1989-08-13
"1904","FemaleJ","Adult","No",2002-08-01
"1904","FemaleJ","Adult","No",2002-08-30
"1904","FemaleJ","Adult","No",2006-07-30
"1904","FemaleJ","Adult","No",2006-07-31
"1904","FemaleJ","Adult","No",2006-08-03
"1904","FemaleJ","Adult","No",2010-07-21
"1904","FemaleJ","Adult","No",2010-07-24
"1904","FemaleJ","Adult","No",2015-06-16
"1904","FemaleJ","Adult","No",2015-08-21
"1907",NA,"Adult","No",2002-08-05
"1914",NA,"Adult","No",2002-08-05
"1917","FemaleJ","Adult","No",2002-08-05
"1917","FemaleJ","Adult","No",2002-08-27
"1919",NA,"Adult","No",2002-08-05
"1924","Male","Adult","No",2002-08-05
"1926",NA,"Adult","No",2002-08-05
"1929","FemaleJ","Adult","No",2002-08-05
"1929","FemaleJ","Adult","No",2002-08-14
"1929","FemaleJ","Adult","No",2002-08-19
"1929","FemaleJ","Adult","No",2002-08-27
"1929","FemaleJ","Adult","No",2011-08-25
"1930","FemaleJ","Adult","No",2002-08-13
"1930","FemaleJ","Adult","No",2002-08-19
"1930","FemaleJ","Adult","No",2002-08-30
"1932",NA,"Adult","No",2002-08-13
"1939",NA,"Adult","No",2002-08-14
"1942",NA,"Adult","No",2002-08-14
"1943",NA,"Adult","No",2002-08-14
"1946",NA,"Adult","No",2002-08-14
"1946",NA,"Adult","No",2002-08-22
"195",NA,"Adult","No",1989-08-13
"1951",NA,"Adult","No",2002-08-18
"1956",NA,"Adult","No",2002-08-19
"1957",NA,"Adult","No",2002-08-19
"1959",NA,"Adult","No",2002-08-19
"1960",NA,"Adult","No",2002-08-19
"1961","FemaleJ","Adult","No",2002-08-19
"1962",NA,"Adult","No",2002-08-19
"1964",NA,"Adult","No",2002-08-19
"1966","Male","Adult","No",2002-08-14
"1966","Male","Adult","No",2002-08-19
"1967",NA,"Adult","No",2002-08-14
"1967",NA,"Adult","No",2002-08-19
"1968",NA,"Adult","No",2002-08-19
"197",NA,"Adult","No",1989-08-13
"1970",NA,"Adult","No",2002-08-19
"1971",NA,"Adult","No",2002-08-19
"1972",NA,"Adult","No",2002-08-19
"1978","FemaleJ","Adult","No",2002-08-14
"1978","FemaleJ","Adult","No",2002-08-19
"1980",NA,"Adult","No",2002-08-19
"1981",NA,"Adult","No",2002-08-19
"1982",NA,"Adult","No",2002-08-19
"1983",NA,"Adult","No",2002-08-19
"1987",NA,"Juvenile","No",2002-08-19
"2",NA,"Adult","No",1989-07-23
"2",NA,"Adult","No",1989-07-24
"2",NA,"Adult","No",1989-08-10
"2",NA,"Adult","No",1989-08-13
"2000","FemaleJ","Adult","No",2002-08-22
"2008","FemaleJ","Adult","No",2002-08-22
"2010","FemaleJ","Adult","No",2002-08-22
"2013","Male","Adult","No",2002-08-22
"2013","Male","Adult","No",2011-08-21
"2013","Male","Adult","No",2011-08-22
"2013","Male","Adult","No",2011-08-25
"2014","FemaleJ","Adult","No",2002-08-22
"2019",NA,"Adult","No",2002-08-22
"2019",NA,"Adult","No",2002-08-28
"2020",NA,"Adult","No",2002-08-22
"2021",NA,"Adult","No",2002-08-22
"2022",NA,"Juvenile","No",2002-08-22
"2025",NA,"Juvenile","No",2002-08-22
"2028","Male","Adult","No",2002-08-22
"2028","Male","Adult","No",2002-08-28
"2028","Male","Adult","No",2010-07-27
"2028","Male","Adult","No",2010-07-28
"2028","Male","Adult","No",2011-08-14
"2028","Male","Adult","No",2011-08-18
"2028","Male","Adult","No",2011-08-21
"2028","Male","Adult","No",2011-08-22
"2028","Male","Adult","No",2011-08-24
"2028","Male","Adult","No",2011-08-31
"2028","Male","Adult","No",2015-08-15
"2028","Male","Adult","No",2018-05-17
"2028","Male","Adult","No",2018-08-16
"2029",NA,"Adult","No",2002-08-22
"2030",NA,"Juvenile","No",2002-08-22
"2032",NA,"Adult","No",2002-08-22
"2033",NA,"Adult","No",2002-08-22
"2034",NA,"Adult","No",2002-08-22
"2034",NA,"Adult","No",2002-08-28
"2036",NA,"Adult","No",2002-08-22
"2038",NA,"Adult","No",2002-08-22
"2040",NA,"Adult","No",2002-08-22
"2041",NA,"Adult","No",2002-08-22
"2041",NA,"Adult","No",2002-08-28
"2042","FemaleJ","Juvenile","No",2002-08-22
"2044",NA,"Adult","No",2002-08-22
"2048","Male","Adult","No",2002-08-22
"2048","Male","Adult","No",2011-08-14
"2048","Male","Adult","No",2011-08-18
"2048","Male","Adult","No",2011-08-21
"2048","Male","Adult","Yes",2011-08-24
"2048","Male","Adult","No",2015-06-14
"2048","Male","Adult","Yes",2015-06-15
"2048","Male","Adult","Yes",2015-08-15
"2048","Male","Adult","No",2016-07-22
"2048","Male","Adult","Yes",2018-05-17
"2048","Male","Adult","No",2018-08-16
"2049",NA,"Adult","No",2002-08-22
"2052",NA,"Adult","No",2002-08-22
"2055",NA,"Adult","No",2002-08-23
"2056",NA,"Adult","No",2002-08-24
"2062","Male","Adult","No",2002-08-24
"2062","Male","Adult","No",2002-08-28
"207",NA,"Adult","No",1989-08-13
"2077",NA,"Adult","No",2002-08-27
"208","Male","Adult","No",1989-08-13
"208","Male","Adult","No",1990-08-06
"2081",NA,"Adult","No",2002-08-27
"2089",NA,"Adult","No",2002-08-28
"2090","Male","Adult","No",2002-08-28
"2096",NA,"Adult","No",2002-08-28
"2097",NA,"Adult","No",2002-08-28
"21","Male","Adult","No",1989-07-24
"21","Male","Adult","No",1989-07-25
"21","Male","Adult","No",1990-08-06
"21","Male","Adult","No",1990-08-09
"2101",NA,"Adult","No",2002-08-28
"2102","Male","Adult","No",1999-08-21
"2102","Male","Adult","No",2002-08-28
"2102","Male","Adult","No",2003-08-29
"2102","Male","Adult","No",2011-08-25
"2102","Male","Adult","No",2011-08-31
"2102","Male","Adult","No",2013-09-06
"2102","Male","Adult","No",2018-07-06
"2102","Male","Adult","No",2018-08-16
"2103",NA,"Adult","No",2002-08-28
"2104",NA,"Adult","No",2002-08-28
"2106",NA,"Adult","No",2002-08-28
"2107","Male","Adult","No",2002-08-28
"2107","Male","Adult","No",2003-08-29
"2109",NA,"Adult","No",2002-08-28
"2110",NA,"Adult","No",2002-08-28
"2112",NA,"Adult","No",2002-08-30
"2116",NA,"Adult","No",2002-08-30
"213",NA,"Adult","No",1990-07-27
"213",NA,"Adult","No",1990-07-28
"213",NA,"Adult","No",1990-08-04
"213",NA,"Adult","No",2001-08-06
"213",NA,"Adult","No",2001-08-30
"213",NA,"Adult","No",2002-08-05
"213",NA,"Adult","No",2002-08-08
"213",NA,"Adult","No",2002-08-19
"213",NA,"Adult","No",2002-08-26
"213",NA,"Adult","No",2002-08-27
"2130","FemaleJ","Adult","No",2002-08-14
"2131",NA,"Adult","No",2002-08-14
"2133",NA,"Adult","No",2002-08-14
"2135",NA,"Adult","No",2002-08-14
"2137",NA,"Adult","No",2002-08-14
"2138","Male","Adult","No",2002-08-14
"2144",NA,"Adult","No",2002-08-14
"2146",NA,"Adult","No",2002-08-14
"2147","FemaleJ","Adult","No",2002-08-14
"2148",NA,"Adult","No",2002-08-14
"215",NA,"Adult","No",1989-08-13
"2150",NA,"Adult","No",2002-08-14
"2153",NA,"Adult","No",2002-08-14
"2156",NA,"Adult","No",2002-08-14
"22",NA,"Adult","No",1989-07-24
"22",NA,"Adult","No",1990-08-08
"222","FemaleJ","Adult","No",1994-08-07
"222","FemaleJ","Adult","No",1998-07-20
"2220",NA,"Adult","No",2003-08-28
"2220",NA,"Adult","No",2003-08-29
"2229",NA,"Adult","No",2003-08-29
"223",NA,"Adult","No",1988-08-01
"2232","Male","Adult","No",2003-08-29
"2233","Male","Adult","No",2003-08-29
"2235",NA,"Adult","No",2003-08-29
"2237",NA,"Adult","No",2003-08-29
"2238",NA,"Adult","No",2003-08-29
"2241",NA,"Adult","No",2003-08-29
"2246",NA,"Adult","No",2003-08-29
"2246",NA,"Adult","No",2011-08-25
"2250",NA,"Adult","No",2003-08-29
"2252",NA,"Adult","No",2003-08-29
"2258","FemaleJ","Adult","No",2003-09-25
"2259",NA,"Adult","No",2003-09-26
"2260",NA,"Adult","No",2003-09-26
"2263",NA,"Adult","No",2003-08-29
"2308",NA,"Adult","No",2003-07-07
"235","FemaleJ","Adult","No",1990-06-22
"235","FemaleJ","Adult","No",1990-07-14
"235","FemaleJ","Adult","No",1990-07-30
"235","FemaleJ","Adult","No",1993-07-13
"235","FemaleJ","Adult","No",1993-07-14
"235","FemaleJ","Adult","No",1993-07-17
"235","FemaleJ","Adult","No",1993-07-20
"235","FemaleJ","Adult","No",1994-08-02
"237","FemaleJ","Adult","No",1990-07-08
"237","FemaleJ","Adult","No",1990-07-14
"237","FemaleJ","Adult","No",1990-07-16
"237","FemaleJ","Adult","No",1993-07-17
"238",NA,"Adult","No",1990-06-22
"238",NA,"Adult","No",1990-07-08
"238",NA,"Adult","No",1990-07-14
"238",NA,"Adult","No",1990-07-16
"24",NA,"Adult","No",1989-07-24
"240",NA,"Adult","No",1990-07-08
"240",NA,"Adult","No",1990-07-14
"240",NA,"Adult","No",1990-07-16
"242",NA,"Adult","No",1988-07-28
"242",NA,"Adult","No",1990-06-17
"244",NA,"Adult","No",1988-07-28
"245",NA,"Adult","No",1988-07-28
"25",NA,"Adult","No",1989-07-24
"25",NA,"Adult","No",1989-07-25
"25",NA,"Adult","No",1989-08-11
"250",NA,"Adult","No",1988-08-01
"251","FemaleJ","Adult","No",1988-08-01
"251","FemaleJ","Adult","No",1990-07-14
"251","FemaleJ","Adult","No",1990-07-16
"251","FemaleJ","Adult","No",1990-07-29
"251","FemaleJ","Adult","No",1993-07-13
"251","FemaleJ","Adult","No",1993-07-19
"251","FemaleJ","Adult","No",1994-08-02
"251","FemaleJ","Adult","No",1994-08-04
"251","FemaleJ","Adult","No",1994-08-13
"251","FemaleJ","Adult","No",1994-08-14
"251","FemaleJ","Adult","No",1996-07-30
"251","FemaleJ","Adult","No",1996-08-01
"251","FemaleJ","Adult","No",1997-07-13
"251","FemaleJ","Adult","No",1998-07-19
"251","FemaleJ","Adult","No",1998-08-08
"251","FemaleJ","Adult","No",1998-08-20
"251","FemaleJ","Adult","No",1999-07-15
"251","FemaleJ","Adult","Yes",1999-07-22
"251","FemaleJ","Adult","No",1999-08-18
"251","FemaleJ","Adult","No",2002-08-14
"251","FemaleJ","Adult","No",2002-08-19
"251","FemaleJ","Adult","No",2003-08-28
"251","FemaleJ","Adult","No",2003-08-29
"251","FemaleJ","Adult","No",2003-09-26
"26",NA,"Juvenile","No",1989-07-24
"26",NA,"Juvenile","No",1989-08-03
"265",NA,"Adult","No",1990-06-16
"266",NA,"Adult","No",1990-06-16
"267","FemaleJ","Adult","No",1990-06-17
"267","FemaleJ","Adult","No",1990-06-21
"267","FemaleJ","Adult","No",1990-07-07
"267","FemaleJ","Adult","No",1990-07-08
"267","FemaleJ","Adult","No",1990-07-11
"267","FemaleJ","Adult","No",1990-08-09
"267","FemaleJ","Adult","No",1993-07-13
"267","FemaleJ","Adult","No",1993-07-14
"267","FemaleJ","Adult","No",1993-07-15
"267","FemaleJ","Adult","No",1993-07-19
"269","FemaleJ","Adult","No",1990-06-21
"270",NA,"Adult","No",1990-06-17
"271","FemaleJ","Adult","No",1990-06-22
"271","FemaleJ","Adult","No",1990-07-07
"271","FemaleJ","Adult","No",1990-07-11
"271","FemaleJ","Adult","No",1990-07-14
"271","FemaleJ","Adult","No",1990-08-06
"271","FemaleJ","Adult","No",1990-08-08
"273","FemaleJ","Juvenile","No",1990-06-17
"273","FemaleJ","Juvenile","No",1990-07-06
"273","FemaleJ","Juvenile","No",1990-07-07
"275",NA,"Adult","No",1990-06-17
"277","FemaleJ","Adult","No",1990-06-21
"277","FemaleJ","Adult","No",1990-06-22
"277","FemaleJ","Adult","No",1990-07-27
"278",NA,"Adult","No",1990-06-17
"279",NA,"Adult","No",1990-06-17
"28","Male","Juvenile","No",1989-07-24
"28","Male","Juvenile","No",1989-08-09
"28","Male","Juvenile","No",1989-08-10
"28","Male","Juvenile","No",1990-07-30
"28","Male","Juvenile","No",1990-08-04
"28","Male","Juvenile","No",1990-08-08
"28","Male","Adult","No",1996-08-01
"28","Male","Adult","No",1996-08-22
"28","Male","Adult","No",1996-08-27
"28","Male","Adult","No",1997-06-11
"28","Male","Adult","No",1997-06-16
"28","Male","Adult","No",1997-08-18
"28","Male","Adult","No",2001-08-30
"28","Male","Adult","No",2002-08-01
"28","Male","Adult","No",2002-08-05
"28","Male","Adult","No",2013-08-23
"28","Male","Adult","No",2018-08-16
"280",NA,"Adult","No",1990-06-22
"281",NA,"Juvenile","No",1990-06-22
"281",NA,"Juvenile","No",1990-06-26
"282",NA,"Adult","No",1990-06-22
"282",NA,"Adult","No",1990-06-26
"282",NA,"Adult","No",1990-08-08
"283","Male","Adult","No",1990-06-22
"283","Male","Adult","No",1990-08-09
"285",NA,"Adult","No",1990-06-22
"285",NA,"Adult","No",1990-07-14
"289","FemaleJ","Adult","No",1990-06-22
"289","FemaleJ","Adult","No",1990-07-07
"289","FemaleJ","Adult","No",1990-07-11
"29",NA,"Adult","No",1989-07-24
"29",NA,"Adult","No",1993-07-12
"290","FemaleJ","Adult","No",1990-06-22
"290","FemaleJ","Adult","No",1990-07-29
"290","FemaleJ","Adult","No",1990-08-08
"291","Male","Adult","No",1990-06-22
"291","Male","Adult","No",1990-07-08
"291","Male","Adult","No",1990-07-11
"291","Male","Adult","No",1990-07-12
"291","Male","Adult","No",1990-07-16
"293","Male","Adult","Yes",1990-06-22
"293","Male","Adult","No",2001-08-21
"293","Male","Adult","Yes",2002-08-22
"293","Male","Adult","No",2002-08-28
"293","Male","Adult","Yes",2011-08-14
"293","Male","Adult","No",2011-08-18
"293","Male","Adult","No",2015-08-15
"293","Male","Adult","No",2015-08-29
"295",NA,"Adult","No",1990-06-22
"295",NA,"Adult","No",1990-07-08
"295",NA,"Adult","No",1990-07-14
"295",NA,"Adult","No",1990-07-16
"297",NA,"Adult","No",1990-06-22
"3","Male","Adult","No",1988-08-01
"3","Male","Adult","No",1989-07-23
"3","Male","Adult","No",1989-07-24
"3","Male","Adult","No",1989-08-03
"3","Male","Adult","No",1989-08-13
"3","Male","Adult","No",1990-07-27
"3","Male","Adult","No",1990-07-28
"3","Male","Adult","No",1990-07-29
"3","Male","Adult","No",1990-08-05
"3","Male","Adult","No",1994-08-12
"3","Male","Adult","No",1998-07-14
"3","Male","Adult","No",1998-07-20
"3","Male","Adult","No",1998-07-21
"3","Male","Adult","No",1998-07-22
"3","Male","Adult","No",1998-07-26
"3","Male","Adult","No",1998-07-27
"3","Male","Adult","No",1998-08-15
"3","Male","Adult","No",1998-08-20
"3","Male","Adult","No",1998-08-21
"3","Male","Adult","No",1999-07-12
"3","Male","Adult","No",1999-08-12
"3","Male","Adult","No",1999-08-17
"3","Male","Adult","No",1999-08-18
"3","Male","Adult","No",2001-08-06
"3","Male","Adult","No",2002-08-05
"3","Male","Adult","No",2002-08-08
"3","Male","Adult","No",2002-08-27
"3","Male","Adult","No",2003-08-29
"3009","Male","Adult","No",2006-07-25
"3009","Male","Adult","No",2006-08-01
"3009","Male","Adult","No",2006-08-03
"3009","Male","Adult","No",2011-07-29
"3009","Male","Adult","No",2011-08-14
"3009","Male","Adult","No",2011-08-18
"3009","Male","Adult","No",2011-08-21
"3009","Male","Adult","No",2011-08-24
"3009","Male","Adult","No",2011-08-27
"3009","Male","Adult","No",2011-08-31
"3009","Male","Adult","No",2013-08-23
"3009","Male","Adult","No",2013-09-02
"3009","Male","Adult","No",2013-09-06
"3009","Male","Adult","No",2016-07-22
"3009","Male","Adult","No",2018-05-17
"3009","Male","Adult","No",2018-07-06
"3009","Male","Adult","No",2018-08-16
"301",NA,"Adult","No",1990-07-08
"3012","Male","Adult","No",2006-07-25
"3012","Male","Adult","No",2006-08-03
"3012","Male","Adult","No",2007-08-02
"3012","Male","Adult","No",2010-07-31
