"Title","Sex","Age","Skinny","Date_Time","Year"
"120","Male","Adult","No",1999-08-12,1999
"120","Male","Adult","No",1999-08-17,1999
"120","Male","Adult","No",2002-08-05,2002
"120","Male","Adult","No",2002-08-08,2002
"120","Male","Adult","No",2002-08-14,2002
"120","Male","Adult","No",2002-08-27,2002
"120","Male","Adult","No",2003-08-28,2003
"120","Male","Adult","No",2003-08-29,2003
"120","Male","Adult","No",2006-07-28,2006
"120","Male","Adult","Yes",2013-09-06,2013
"120","Male","Adult","Yes",2018-08-16,2018
"1205",NA,"Adult","No",1997-06-09,1997
"1206",NA,"Adult","No",1997-06-09,1997
"1206",NA,"Adult","No",1997-06-10,1997
"1206",NA,"Adult","No",1997-06-15,1997
"1208",NA,"Adult","No",1997-06-10,1997
"1208",NA,"Adult","No",1997-06-15,1997
"1217",NA,"Adult","No",1997-06-16,1997
"1217",NA,"Adult","No",1997-07-06,1997
"1217",NA,"Adult","No",1997-07-13,1997
"1219",NA,"Adult","No",1997-06-16,1997
"1220",NA,"Adult","No",1997-06-16,1997
"1220",NA,"Adult","No",1997-07-06,1997
"1220",NA,"Adult","No",1997-07-13,1997
"1221",NA,"Adult","No",1997-06-16,1997
"1221",NA,"Adult","No",1997-07-07,1997
"1227",NA,"Adult","No",1997-06-16,1997
"1229",NA,"Adult","No",1997-06-20,1997
"1233",NA,"Adult","No",1997-06-21,1997
"1234",NA,"Adult","No",1997-06-21,1997
"1237",NA,"Adult","No",1997-06-21,1997
"1239","FemaleJ","Juvenile","No",1997-07-02,1997
"1239","FemaleJ","Juvenile","No",1997-07-31,1997
"1239","FemaleJ","Juvenile","No",1997-08-04,1997
"1239","FemaleJ","Juvenile","No",1998-07-21,1998
"1239","FemaleJ","Juvenile","No",1998-07-26,1998
"1239","FemaleJ","Juvenile","No",1998-07-28,1998
"1239","FemaleJ","Juvenile","No",1998-08-08,1998
"1239","FemaleJ","Juvenile","No",1998-08-09,1998
"124","Male","Adult","No",1989-08-10,1989
"124","Male","Adult","No",1989-08-11,1989
"124","Male","Adult","No",1994-08-13,1994
"124","Male","Adult","No",1996-06-09,1996
"124","Male","Adult","No",1996-06-10,1996
"124","Male","Adult","No",1996-07-30,1996
"124","Male","Adult","No",1996-08-01,1996
"124","Male","Adult","No",1996-08-25,1996
"124","Male","Adult","No",1997-08-14,1997
"124","Male","Adult","No",1997-08-16,1997
"124","Male","Adult","No",2002-08-08,2002
"124","Male","Adult","No",2002-08-27,2002
"1244",NA,"Adult","No",1997-07-02,1997
"1247",NA,"Adult","No",1997-07-02,1997
"1248",NA,"Adult","No",1997-07-02,1997
"1248",NA,"Adult","No",1997-07-03,1997
"1249",NA,"Adult","No",1997-07-02,1997
"1251",NA,"Adult","No",1997-07-03,1997
"1253","FemaleJ","Adult","No",1997-07-03,1997
"1253","FemaleJ","Adult","No",1997-07-06,1997
"1253","FemaleJ","Adult","No",1998-07-14,1998
"1254","FemaleJ","Adult","No",1997-07-03,1997
"1255",NA,"Adult","No",1997-07-03,1997
"1258","FemaleJ","Adult","No",1997-07-06,1997
"1258","FemaleJ","Adult","No",1997-07-16,1997
"1261",NA,"Adult","No",1997-07-06,1997
"1264",NA,"Adult","No",1997-07-06,1997
"1266",NA,"Adult","No",1997-07-06,1997
"1267","FemaleJ","Adult","No",1997-07-06,1997
"1267","FemaleJ","Adult","No",1997-08-12,1997
"1267","FemaleJ","Adult","No",1997-08-16,1997
"1267","FemaleJ","Adult","No",1997-08-20,1997
"1267","FemaleJ","Adult","No",1997-08-24,1997
"1267","FemaleJ","Adult","No",1997-08-25,1997
"127",NA,"Adult","No",1989-08-11,1989
"127",NA,"Adult","No",1997-08-13,1997
"127",NA,"Adult","No",1999-07-22,1999
"127",NA,"Adult","No",1999-07-24,1999
"127",NA,"Adult","No",2002-08-18,2002
"127",NA,"Adult","No",2002-08-22,2002
"1270",NA,"Adult","No",1997-07-07,1997
"1272",NA,"Juvenile","No",1997-07-07,1997
"1272",NA,"Juvenile","No",1998-07-14,1998
"1274",NA,"Calf","No",1997-07-13,1997
"1275",NA,"Adult","No",1997-07-09,1997
"1276","FemaleJ","Juvenile","No",1997-07-09,1997
"1277",NA,"Adult","No",1997-07-09,1997
"1280",NA,"Adult","No",1997-07-13,1997
"1281",NA,"Adult","No",1997-07-13,1997
"1284","FemaleJ","Juvenile","No",1997-07-13,1997
"1284","FemaleJ","Juvenile","No",1997-07-16,1997
"1284","FemaleJ","Juvenile","No",1998-07-22,1998
"1285",NA,"Calf","No",1997-07-13,1997
"129",NA,"Adult","No",1989-08-11,1989
"129",NA,"Adult","No",1990-07-07,1990
"1291",NA,"Juvenile","No",1997-07-16,1997
"1292","Male","Adult","No",1997-07-31,1997
"1292","Male","Adult","No",1997-08-13,1997
"1292","Male","Adult","No",1997-08-18,1997
"1292","Male","Adult","No",1997-08-25,1997
"1293","Male","Adult","No",1997-07-31,1997
"1296",NA,"Adult","No",1997-07-31,1997
"1297",NA,"Adult","No",1997-07-31,1997
"13",NA,"Adult","No",1989-07-24,1989
"13",NA,"Adult","No",1990-07-27,1990
"13",NA,"Adult","No",1990-07-28,1990
"13",NA,"Adult","No",1990-07-29,1990
"13",NA,"Adult","No",1990-08-08,1990
"13",NA,"Adult","No",1990-08-09,1990
"1301","FemaleJ","Adult","No",1997-07-31,1997
"1307","FemaleJ","Adult","No",1997-08-12,1997
"1307","FemaleJ","Adult","No",1997-08-20,1997
"1309",NA,"Adult","No",1997-08-12,1997
"131","FemaleJ","Adult","No",1989-08-11,1989
"131","FemaleJ","Adult","No",1994-08-11,1994
"131","FemaleJ","Adult","No",1995-08-29,1995
"131","FemaleJ","Adult","No",1997-08-24,1997
"131","FemaleJ","Adult","No",1997-08-25,1997
"131","FemaleJ","Adult","No",1998-07-14,1998
"131","FemaleJ","Adult","No",1998-07-19,1998
"131","FemaleJ","Adult","No",1998-07-20,1998
"131","FemaleJ","Adult","Yes",1998-07-26,1998
"131","FemaleJ","Adult","No",1998-07-28,1998
"131","FemaleJ","Adult","Yes",1998-08-09,1998
"131","FemaleJ","Adult","Yes",1998-08-10,1998
"131","FemaleJ","Adult","Yes",1998-08-11,1998
"131","FemaleJ","Adult","Yes",1998-08-15,1998
"131","FemaleJ","Adult","No",1998-08-16,1998
"131","FemaleJ","Adult","No",1999-07-15,1999
"131","FemaleJ","Adult","Yes",1999-08-17,1999
"131","FemaleJ","Adult","No",1999-08-18,1999
"1311",NA,"Adult","No",1997-08-12,1997
"1311",NA,"Adult","No",1997-08-13,1997
"1313","FemaleJ","Adult","No",1997-08-12,1997
"1313","FemaleJ","Adult","No",1998-07-21,1998
"1313","FemaleJ","Adult","No",1998-07-25,1998
"1313","FemaleJ","Adult","No",1998-07-26,1998
"1313","FemaleJ","Adult","No",2001-08-21,2001
"1313","FemaleJ","Adult","No",2001-08-29,2001
"1313","FemaleJ","Adult","No",2002-08-05,2002
"1313","FemaleJ","Adult","No",2002-08-14,2002
"1313","FemaleJ","Adult","No",2002-08-22,2002
"1313","FemaleJ","Adult","No",2006-08-03,2006
"1313","FemaleJ","Adult","Yes",2011-08-31,2011
"1315","FemaleJ","Adult","No",1997-08-13,1997
"1317",NA,"Adult","No",1997-08-13,1997
"1317",NA,"Adult","No",1997-08-16,1997
"1318","FemaleJ","Adult","Yes",1997-08-13,1997
"132",NA,"Adult","No",1989-08-11,1989
"1320",NA,"Adult","No",1997-08-13,1997
"1325","FemaleJ","Adult","No",1997-08-13,1997
"1329","FemaleJ","Adult","No",1997-08-14,1997
"1329","FemaleJ","Adult","No",1998-07-20,1998
"1332","FemaleJ","Adult","No",1997-08-16,1997
"1332","FemaleJ","Adult","No",1998-07-22,1998
"1332","FemaleJ","Adult","No",1998-07-26,1998
"1332","FemaleJ","Adult","No",1998-07-27,1998
"1332","FemaleJ","Adult","No",1999-07-24,1999
"1334","FemaleJ","Juvenile","No",1997-08-16,1997
"1334","FemaleJ","Juvenile","No",1998-07-22,1998
"1334","FemaleJ","Juvenile","No",1998-07-26,1998
"1334","FemaleJ","Juvenile","No",1998-07-27,1998
"1334","FemaleJ","Adult","No",1999-08-11,1999
"1334","FemaleJ","Adult","No",1999-08-21,1999
"1335",NA,"Adult","No",1996-08-01,1996
"1335",NA,"Adult","No",1997-08-16,1997
"1335",NA,"Adult","No",1997-08-25,1997
"1336","FemaleJ","Adult","No",1994-08-13,1994
"1336","FemaleJ","Adult","No",1997-08-16,1997
"1336","FemaleJ","Adult","No",1998-08-15,1998
"1336","FemaleJ","Adult","No",1999-08-21,1999
"1336","FemaleJ","Adult","No",2001-08-21,2001
"1336","FemaleJ","Adult","No",2011-08-14,2011
"1336","FemaleJ","Adult","No",2011-08-17,2011
"1336","FemaleJ","Adult","No",2011-08-24,2011
"1337","FemaleJ","Adult","No",1997-08-16,1997
"1337","FemaleJ","Adult","No",1997-08-20,1997
"1337","FemaleJ","Adult","No",1997-08-24,1997
"1337","FemaleJ","Adult","No",1997-08-25,1997
"1337","FemaleJ","Adult","No",1998-07-14,1998
"1337","FemaleJ","Adult","No",1998-07-19,1998
"1337","FemaleJ","Adult","No",1998-07-20,1998
"134",NA,"Adult","No",1989-08-11,1989
"134",NA,"Adult","No",1990-08-08,1990
"134",NA,"Adult","No",1990-08-09,1990
"1344","FemaleJ","Adult","No",1997-08-18,1997
"1345","Male","Adult","No",1997-08-18,1997
"1346","FemaleJ","Adult","No",1997-08-18,1997
"1348",NA,"Adult","No",1997-08-19,1997
"135",NA,"Adult","No",1989-08-12,1989
"1350",NA,"Adult","No",1997-08-20,1997
"1351","FemaleJ","Adult","No",1997-08-16,1997
"1351","FemaleJ","Adult","No",1997-08-20,1997
"1354",NA,"Adult","No",1997-08-20,1997
"1357","FemaleJ","Adult","No",1997-08-20,1997
"1357","FemaleJ","Adult","No",1997-08-24,1997
"1358","FemaleJ","Adult","No",1997-08-20,1997
"1358","FemaleJ","Adult","No",1997-08-24,1997
"1358","FemaleJ","Adult","No",1997-08-25,1997
"1358","FemaleJ","Adult","No",1998-07-19,1998
"1358","FemaleJ","Adult","No",1998-07-22,1998
"1362","FemaleJ","Adult","No",1997-08-24,1997
"1362","FemaleJ","Adult","No",1997-08-25,1997
"1364","FemaleJ","Adult","No",1997-08-25,1997
"1364","FemaleJ","Adult","No",2001-03-01,2001
"1364","FemaleJ","Adult","No",2001-08-28,2001
"1364","FemaleJ","Adult","No",2002-08-27,2002
"1364","FemaleJ","Adult","No",2011-08-19,2011
"1364","FemaleJ","Adult","No",2011-08-25,2011
"1364","FemaleJ","Adult","No",2016-07-25,2016
"1364","FemaleJ","Adult","Yes",2018-08-16,2018
"1369",NA,"Adult","No",1997-08-25,1997
"137",NA,"Adult","No",1989-08-12,1989
"1370","FemaleJ","Adult","No",1997-08-25,1997
"138",NA,"Adult","No",1989-08-11,1989
"14",NA,"Adult","No",1989-07-24,1989
"1404","FemaleJ","Adult","No",1998-07-14,1998
"1404","FemaleJ","Adult","No",1998-08-15,1998
"1404","FemaleJ","Adult","No",1998-08-16,1998
"141",NA,"Adult","No",1989-08-11,1989
"141",NA,"Adult","No",1989-08-13,1989
"1410",NA,"Juvenile","No",1998-07-19,1998
"1410",NA,"Juvenile","No",1998-07-20,1998
"1410",NA,"Juvenile","No",1998-08-19,1998
"1414","FemaleJ","Adult","No",1998-07-19,1998
"1414","FemaleJ","Adult","No",1998-07-20,1998
"1417","FemaleJ","Adult","No",1998-07-19,1998
"1417","FemaleJ","Adult","No",1998-07-20,1998
"1417","FemaleJ","Adult","No",1998-07-22,1998
"1418","FemaleJ","Adult","No",1998-08-17,1998
"1418","FemaleJ","Adult","No",1998-08-20,1998
"1420",NA,"Adult","No",1998-07-19,1998
"1422","FemaleJ","Adult","No",1998-07-19,1998
"1422","FemaleJ","Adult","No",1998-07-20,1998
"1422","FemaleJ","Adult","No",1998-07-27,1998
"1422","FemaleJ","Adult","No",1998-07-29,1998
"1422","FemaleJ","Adult","No",1998-08-15,1998
"1422","FemaleJ","Adult","No",1998-08-21,1998
"1424","Male","Adult","No",1998-07-14,1998
"1424","Male","Adult","No",1998-07-19,1998
"1424","Male","Adult","No",1998-07-20,1998
"1424","Male","Adult","No",1998-07-27,1998
"1424","Male","Adult","No",1998-07-28,1998
"1424","Male","Adult","No",1998-07-29,1998
