"Title","Sex","Age","Skinny","Date_Time","Year"
"1426",NA,"Adult","No",1998-07-19,1998
"1426",NA,"Adult","No",1998-07-20,1998
"1426",NA,"Adult","No",1998-07-27,1998
"1429",NA,"Juvenile","No",1998-07-20,1998
"143",NA,"Adult","No",1990-06-17,1990
"143",NA,"Adult","No",1997-06-21,1997
"143",NA,"Adult","No",1997-08-16,1997
"143",NA,"Adult","No",1997-08-18,1997
"143",NA,"Adult","No",2006-08-03,2006
"1435",NA,"Adult","No",1998-07-20,1998
"1435",NA,"Adult","No",1998-07-21,1998
"1436",NA,"Juvenile","No",1998-07-20,1998
"1438",NA,"Adult","No",1998-07-19,1998
"1438",NA,"Adult","No",1998-07-20,1998
"1438",NA,"Adult","No",1998-07-29,1998
"1438",NA,"Adult","No",1999-07-13,1999
"144",NA,"Adult","No",1989-08-11,1989
"1442",NA,"Adult","No",1998-07-20,1998
"1445",NA,"Adult","No",1998-07-20,1998
"145",NA,"Juvenile","No",1989-08-11,1989
"1450","FemaleJ","Adult","No",1998-07-20,1998
"1450","FemaleJ","Adult","No",1998-07-22,1998
"1451","FemaleJ","Adult","No",1998-07-20,1998
"1451","FemaleJ","Adult","No",1998-07-22,1998
"1452","FemaleJ","Adult","No",1998-07-20,1998
"1452","FemaleJ","Adult","No",1998-07-22,1998
"1458","Male","Adult","No",1998-07-26,1998
"1458","Male","Adult","No",1998-07-27,1998
"1458","Male","Adult","No",2002-08-28,2002
"1458","Male","Adult","No",2006-08-03,2006
"1458","Male","Adult","No",2010-07-24,2010
"1458","Male","Adult","No",2010-07-31,2010
"1458","Male","Adult","No",2011-07-24,2011
"1458","Male","Adult","No",2011-08-15,2011
"1458","Male","Adult","No",2011-08-17,2011
"1458","Male","Adult","No",2011-08-18,2011
"1458","Male","Adult","No",2011-08-22,2011
"1458","Male","Adult","No",2016-07-22,2016
"1458","Male","Adult","No",2018-05-17,2018
"1458","Male","Adult","No",2018-08-16,2018
"146",NA,"Adult","No",1989-08-11,1989
"146",NA,"Adult","No",1989-08-12,1989
"1461","Male","Adult","No",1998-07-20,1998
"1461","Male","Adult","No",1998-07-22,1998
"1461","Male","Adult","No",1998-07-26,1998
"1461","Male","Adult","No",1998-07-29,1998
"1461","Male","Adult","No",1999-08-11,1999
"1461","Male","Adult","No",1999-08-12,1999
"1461","Male","Adult","No",1999-08-13,1999
"1466","FemaleJ","Juvenile","No",1998-07-22,1998
"1469","FemaleJ","Adult","No",1998-07-22,1998
"1469","FemaleJ","Adult","No",1998-07-27,1998
"1469","FemaleJ","Adult","No",1998-07-28,1998
"1469","FemaleJ","Adult","No",1998-08-08,1998
"1469","FemaleJ","Adult","No",1999-07-13,1999
"1469","FemaleJ","Adult","No",1999-07-15,1999
"1469","FemaleJ","Adult","No",1999-07-16,1999
"1469","FemaleJ","Adult","No",1999-07-19,1999
"1469","FemaleJ","Adult","No",1999-08-12,1999
"1469","FemaleJ","Adult","No",1999-08-18,1999
"1470","FemaleJ","Adult","No",1998-07-22,1998
"1470","FemaleJ","Adult","No",1998-07-26,1998
"1470","FemaleJ","Adult","No",1998-07-28,1998
"1470","FemaleJ","Adult","No",1998-08-08,1998
"1470","FemaleJ","Adult","No",1999-07-13,1999
"1470","FemaleJ","Adult","No",1999-07-15,1999
"1470","FemaleJ","Adult","No",1999-07-16,1999
"1470","FemaleJ","Adult","No",1999-08-12,1999
"1470","FemaleJ","Adult","No",1999-08-18,1999
"1470","FemaleJ","Adult","No",2003-08-29,2003
"1472",NA,"Adult","Yes",1998-07-22,1998
"1472",NA,"Adult","Yes",1998-07-25,1998
"1472",NA,"Adult","Yes",1998-07-26,1998
"1472",NA,"Adult","Yes",1998-07-27,1998
"1472",NA,"Adult","Yes",1998-07-28,1998
"1472",NA,"Adult","Yes",1998-08-08,1998
"1472",NA,"Adult","Yes",1998-08-15,1998
"1472",NA,"Adult","Yes",1998-08-16,1998
"1472",NA,"Adult","No",1999-07-13,1999
"1472",NA,"Adult","No",1999-07-15,1999
"1472",NA,"Adult","No",1999-08-17,1999
"1472",NA,"Adult","No",1999-08-18,1999
"1472",NA,"Adult","No",1999-08-21,1999
"1473",NA,"Adult","No",1998-07-22,1998
"1479",NA,"Adult","No",1998-07-25,1998
"1488",NA,"Adult","No",1998-07-27,1998
"149",NA,"Adult","No",1989-08-11,1989
"1493",NA,"Adult","No",1998-08-08,1998
"1493",NA,"Adult","No",1999-08-18,1999
"1493",NA,"Adult","No",1999-08-21,1999
"1496",NA,"Adult","No",1998-08-08,1998
"1497",NA,"Adult","No",1998-08-08,1998
"15","Male","Adult","No",1989-07-24,1989
"15","Male","Adult","No",1989-08-10,1989
"15","Male","Adult","No",1990-08-05,1990
"15","Male","Adult","No",1990-08-06,1990
"150",NA,"Adult","No",1989-08-12,1989
"1500",NA,"Adult","Yes",1998-08-09,1998
"1501",NA,"Adult","No",1998-08-11,1998
"1501",NA,"Adult","No",1998-08-20,1998
"1503",NA,"Adult","No",1998-08-11,1998
"1504",NA,"Adult","No",1998-08-15,1998
"1505",NA,"Adult","No",1998-08-15,1998
"1507","FemaleJ","Adult","No",1998-08-15,1998
"1507","FemaleJ","Adult","No",1998-08-16,1998
"151","FemaleJ","Adult","No",1989-08-12,1989
"1510","FemaleJ","Adult","No",1998-08-19,1998
"1510","FemaleJ","Adult","No",1998-08-20,1998
"1510","FemaleJ","Adult","No",1998-08-21,1998
"1512","FemaleJ","Adult","No",1998-08-20,1998
"1512","FemaleJ","Adult","No",2002-08-22,2002
"1513",NA,"Adult","No",1998-08-20,1998
"1515",NA,"Adult","No",1998-08-20,1998
"152","FemaleJ","Adult","No",1989-08-12,1989
"152","FemaleJ","Adult","No",1990-07-06,1990
"152","FemaleJ","Adult","No",1990-07-07,1990
"152","FemaleJ","Adult","No",1990-07-12,1990
"152","FemaleJ","Adult","No",1990-07-14,1990
"152","FemaleJ","Adult","No",1990-07-28,1990
"153","FemaleJ","Juvenile","No",1989-08-13,1989
"153","FemaleJ","Juvenile","No",1990-06-26,1990
"153","FemaleJ","Juvenile","No",1990-07-11,1990
"156",NA,"Adult","No",1989-08-12,1989
"156",NA,"Adult","No",1990-07-16,1990
"158",NA,"Adult","No",1990-07-12,1990
"159","FemaleJ","Adult","No",1989-08-12,1989
"159","FemaleJ","Adult","No",1993-07-17,1993
"159","FemaleJ","Adult","Yes",1996-06-22,1996
"159","FemaleJ","Adult","No",1996-08-23,1996
"159","FemaleJ","Adult","No",1997-07-07,1997
"159","FemaleJ","Adult","No",1997-07-08,1997
"159","FemaleJ","Adult","No",1997-07-09,1997
"159","FemaleJ","Adult","No",1997-08-25,1997
"159","FemaleJ","Adult","No",1998-08-15,1998
"159","FemaleJ","Adult","No",1998-08-21,1998
"16","Male","Adult","No",1990-08-06,1990
"16","Male","Adult","No",1990-08-10,1990
"16","Male","Adult","No",2001-08-30,2001
"16","Male","Adult","No",2002-08-21,2002
"16","Male","Adult","No",2002-08-22,2002
"16","Male","Adult","No",2011-07-24,2011
"16","Male","Adult","No",2011-08-15,2011
"16","Male","Adult","No",2011-08-17,2011
"16","Male","Adult","No",2011-08-18,2011
"16","Male","Adult","No",2011-08-22,2011
"16","Male","Adult","No",2011-08-24,2011
"16","Male","Adult","No",2018-08-16,2018
"1602","FemaleJ","Adult","No",1999-07-12,1999
"1605",NA,"Juvenile","No",1999-07-13,1999
"1618",NA,"Adult","No",1999-07-13,1999
"1618",NA,"Adult","No",1999-07-15,1999
"1618",NA,"Adult","No",1999-08-12,1999
"162","FemaleJ","Adult","No",1989-08-12,1989
"162","FemaleJ","Adult","No",1994-08-13,1994
"162","FemaleJ","Adult","No",1994-08-17,1994
"162","FemaleJ","Adult","No",1997-07-13,1997
"162","FemaleJ","Adult","No",1997-07-16,1997
"162","FemaleJ","Adult","No",1999-07-19,1999
"162","FemaleJ","Adult","No",2011-08-22,2011
"162","FemaleJ","Adult","No",2013-09-05,2013
"162","FemaleJ","Adult","No",2018-07-06,2018
"162","FemaleJ","Adult","No",2018-08-16,2018
"1621",NA,"Adult","No",1999-07-13,1999
"1622",NA,"Adult","No",1999-07-13,1999
"1623","FemaleJ","Adult","No",1999-07-13,1999
"1626",NA,"Adult","No",1999-07-13,1999
"1628",NA,"Adult","No",1999-07-14,1999
"1628",NA,"Adult","No",1999-07-15,1999
"1630","FemaleJ","Adult","No",1999-07-14,1999
"1630","FemaleJ","Adult","No",1999-07-15,1999
"1630","FemaleJ","Adult","No",1999-07-22,1999
"1630","FemaleJ","Adult","No",1999-08-12,1999
"1630","FemaleJ","Adult","No",1999-08-18,1999
"1631","FemaleJ","Adult","No",1999-07-15,1999
"1632",NA,"Adult","No",1999-07-15,1999
"1633","FemaleJ","Adult","No",1999-07-15,1999
"1633","FemaleJ","Adult","No",1999-07-16,1999
"1633","FemaleJ","Adult","No",1999-07-19,1999
"1633","FemaleJ","Adult","No",1999-07-22,1999
"1633","FemaleJ","Adult","No",1999-08-18,1999
"1633","FemaleJ","Adult","No",1999-08-19,1999
"1633","FemaleJ","Adult","No",1999-08-20,1999
"1633","FemaleJ","Adult","No",1999-08-21,1999
"1634","FemaleJ","Adult","No",1999-07-15,1999
"1634","FemaleJ","Adult","No",1999-07-19,1999
"1634","FemaleJ","Adult","No",1999-08-18,1999
"1634","FemaleJ","Adult","No",1999-08-19,1999
"1634","FemaleJ","Adult","No",1999-08-20,1999
"1634","FemaleJ","Adult","No",1999-08-21,1999
"1642",NA,"Adult","No",2001-08-06,2001
"1645","FemaleJ","Adult","No",1999-07-16,1999
"1645","FemaleJ","Adult","No",1999-07-19,1999
"1645","FemaleJ","Adult","No",1999-07-22,1999
"1645","FemaleJ","Adult","No",1999-07-23,1999
"1645","FemaleJ","Adult","No",1999-08-12,1999
"1645","FemaleJ","Adult","No",1999-08-18,1999
"1651","FemaleJ","Juvenile","No",1999-07-21,1999
"1651","FemaleJ","Juvenile","No",1999-08-18,1999
"166",NA,"Adult","No",1990-07-11,1990
"166",NA,"Adult","No",1990-07-13,1990
"1662",NA,"Adult","No",1999-08-11,1999
"1662",NA,"Adult","No",1999-08-17,1999
"1662",NA,"Adult","No",1999-08-18,1999
"1667","FemaleJ","Adult","No",1999-08-11,1999
"1672",NA,"Adult","No",1999-08-12,1999
"1674",NA,"Adult","No",1999-08-17,1999
"1676","Male","Adult","No",1999-08-17,1999
"1676","Male","Adult","No",2001-08-30,2001
"1676","Male","Adult","No",2002-08-01,2002
"1676","Male","Adult","No",2013-09-05,2013
"1676","Male","Adult","No",2018-07-06,2018
"1676","Male","Adult","No",2018-08-16,2018
"1677",NA,"Adult","No",1999-08-17,1999
"168",NA,"Adult","No",1989-08-12,1989
"168",NA,"Adult","No",1989-08-13,1989
"1687",NA,"Adult","No",1999-08-20,1999
"1692","Male","Adult","No",1999-08-21,1999
"1693","Male","Adult","No",1999-08-21,1999
"1695",NA,"Adult","No",1999-08-21,1999
"1696","Male","Adult","No",1999-08-21,1999
"1697",NA,"Adult","No",1999-08-21,1999
"17","FemaleJ","Adult","No",1989-07-24,1989
"17","FemaleJ","Adult","No",1989-08-10,1989
"17","FemaleJ","Adult","No",1996-06-17,1996
"17","FemaleJ","Adult","No",1996-06-19,1996
"17","FemaleJ","Adult","No",1996-06-20,1996
"17","FemaleJ","Adult","No",1999-07-12,1999
"17","FemaleJ","Adult","No",1999-07-13,1999
"17","FemaleJ","Adult","No",2001-08-21,2001
"17","FemaleJ","Adult","No",2001-08-29,2001
"17","FemaleJ","Adult","No",2002-08-13,2002
"17","FemaleJ","Adult","No",2002-08-27,2002
"170","FemaleJ","Adult","No",1997-07-03,1997
"170","FemaleJ","Adult","No",1998-07-20,1998
"170","FemaleJ","Adult","No",1998-07-27,1998
"170","FemaleJ","Adult","No",1998-08-17,1998
"170","FemaleJ","Adult","No",1999-07-12,1999
"170","FemaleJ","Adult","No",1999-07-19,1999
"170","FemaleJ","Adult","No",1999-07-22,1999
"170","FemaleJ","Adult","No",1999-07-23,1999
"170","FemaleJ","Adult","No",2011-08-14,2011
"170","FemaleJ","Adult","No",2011-08-18,2011
"1707",NA,"Adult","No",2001-08-06,2001
"1715",NA,"Adult","No",2001-08-06,2001
"1716",NA,"Adult","No",2001-08-06,2001
"1720",NA,"Adult","No",2001-08-06,2001
"1721",NA,"Adult","No",2001-08-06,2001
"1723",NA,"Adult","No",2001-08-21,2001
"1730",NA,"Juvenile","No",2001-08-21,2001
"1735",NA,"Adult","No",2001-08-21,2001
"1737",NA,"Adult","No",2001-08-21,2001
"1739","Male","Adult","No",2001-08-21,2001
"1739","Male","Adult","No",2011-08-21,2011
"1739","Male","Adult","No",2011-08-22,2011
"1739","Male","Adult","No",2011-08-24,2011
"1739","Male","Adult","No",2011-08-27,2011
"1739","Male","Adult","No",2011-08-31,2011
"1739","Male","Adult","No",2013-09-05,2013
"1739","Male","Adult","No",2013-09-06,2013
"1739","Male","Adult","No",2013-09-07,2013
"1739","Male","Adult","No",2015-06-15,2015
"1739","Male","Adult","No",2015-06-16,2015
"1739","Male","Adult","No",2015-08-03,2015
"1739","Male","Adult","No",2015-08-04,2015
"1739","Male","Adult","Yes",2016-07-25,2016
"1739","Male","Adult","No",2018-07-06,2018
"1739","Male","Adult","No",2018-08-16,2018
"174",NA,"Juvenile","No",1989-08-12,1989
"1744",NA,"Adult","No",2001-08-21,2001
"1747","FemaleJ","Adult","No",2006-07-25,2006
"1747","FemaleJ","Adult","No",2006-07-30,2006
"1747","FemaleJ","Adult","No",2006-07-31,2006
"1747","FemaleJ","Adult","No",2006-08-01,2006
"1747","FemaleJ","Adult","No",2006-08-03,2006
"1747","FemaleJ","Adult","No",2007-08-02,2007
"1747","FemaleJ","Adult","No",2018-03-16,2018
"1747","FemaleJ","Adult","No",2018-08-16,2018
"1749",NA,"Adult","No",2001-08-21,2001
"1750",NA,"Adult","No",2001-08-21,2001
"1752",NA,"Adult","No",2001-08-21,2001
"1752",NA,"Adult","No",2001-08-29,2001
"1753",NA,"Adult","No",2001-08-21,2001
"1753",NA,"Adult","No",2001-08-29,2001
"1755",NA,"Adult","No",2001-08-21,2001
"1756",NA,"Adult","No",2001-08-28,2001
"1757","FemaleJ","Adult","No",2001-08-28,2001
"1757","FemaleJ","Adult","No",2006-07-30,2006
"1757","FemaleJ","Adult","No",2006-07-31,2006
"1757","FemaleJ","Adult","No",2006-08-01,2006
"1757","FemaleJ","Adult","No",2006-08-02,2006
"1757","FemaleJ","Adult","No",2010-07-21,2010
"1757","FemaleJ","Adult","No",2010-07-24,2010
"1757","FemaleJ","Adult","No",2011-08-14,2011
"1757","FemaleJ","Adult","No",2011-08-15,2011
"1757","FemaleJ","Adult","No",2015-08-28,2015
"1757","FemaleJ","Adult","No",2016-07-22,2016
"1757","FemaleJ","Adult","No",2018-08-16,2018
"1759",NA,"Adult","No",2001-08-28,2001
"176",NA,"Adult","No",1989-08-12,1989
"1764",NA,"Adult","No",2001-08-29,2001
"1765",NA,"Adult","No",2001-08-29,2001
"1771",NA,"Adult","No",2001-08-30,2001
"1772",NA,"Adult","No",2001-08-30,2001
"1774",NA,"Adult","No",2001-08-30,2001
"1777",NA,"Adult","No",2001-08-30,2001
"1779","Male","Adult","No",2001-08-30,2001
"1779","Male","Adult","No",2002-08-22,2002
"1779","Male","Adult","No",2002-08-28,2002
"1779","Male","Adult","No",2006-07-25,2006
"1779","Male","Adult","No",2006-08-03,2006
"1779","Male","Adult","No",2010-07-21,2010
"1779","Male","Adult","No",2010-07-27,2010
"1779","Male","Adult","No",2011-08-31,2011
"178",NA,"Adult","No",1989-08-12,1989
"1791",NA,"Adult","No",2001-08-30,2001
"1796",NA,"Adult","No",2001-08-30,2001
"18","Male","Adult","No",1989-08-04,1989
"18","Male","Adult","No",1989-08-10,1989
"18","Male","Adult","No",1990-08-05,1990
"18","Male","Adult","No",1990-08-06,1990
"18","Male","Adult","No",1994-08-13,1994
"18","Male","Adult","No",1995-08-29,1995
"18","Male","Adult","No",1996-07-29,1996
"18","Male","Adult","No",1996-08-27,1996
"18","Male","Adult","No",1997-08-18,1997
"18","Male","Adult","No",1997-08-25,1997
"1803",NA,"Adult","No",2001-08-30,2001
"1804",NA,"Adult","No",2001-08-30,2001
"1818",NA,"Adult","No",2001-08-30,2001
"1825",NA,"Adult","No",2001-08-30,2001
"1829","Male","Adult","No",2001-08-30,2001
"1829","Male","Adult","No",2002-08-22,2002
"1829","Male","Adult","No",2011-08-14,2011
"1829","Male","Adult","No",2011-08-21,2011
"1829","Male","Adult","No",2011-08-24,2011
"183",NA,"Juvenile","No",1989-08-12,1989
"183",NA,"Juvenile","No",1989-08-13,1989
"183",NA,"Adult","No",1996-06-17,1996
"183",NA,"Adult","No",1996-06-19,1996
"183",NA,"Adult","No",1996-06-22,1996
"1832","FemaleJ","Adult","No",2001-08-30,2001
"184",NA,"Juvenile","No",1989-08-13,1989
"184",NA,"Juvenile","No",1990-07-07,1990
"184",NA,"Juvenile","No",1990-07-11,1990
"184",NA,"Juvenile","No",1990-07-13,1990
"185","Male","Adult","No",1997-08-20,1997
"186","Male","Adult","No",1989-08-13,1989
"186","Male","Adult","No",1990-06-16,1990
"186","Male","Adult","No",1990-06-22,1990
"189",NA,"Adult","No",1989-08-13,1989
"1904","FemaleJ","Adult","No",2002-08-01,2002
"1904","FemaleJ","Adult","No",2002-08-30,2002
"1904","FemaleJ","Adult","No",2006-07-30,2006
"1904","FemaleJ","Adult","No",2006-07-31,2006
"1904","FemaleJ","Adult","No",2006-08-03,2006
"1904","FemaleJ","Adult","No",2010-07-21,2010
"1904","FemaleJ","Adult","No",2010-07-24,2010
"1904","FemaleJ","Adult","No",2015-06-16,2015
"1904","FemaleJ","Adult","No",2015-08-21,2015
"1907",NA,"Adult","No",2002-08-05,2002
"1914",NA,"Adult","No",2002-08-05,2002
"1917","FemaleJ","Adult","No",2002-08-05,2002
"1917","FemaleJ","Adult","No",2002-08-27,2002
"1919",NA,"Adult","No",2002-08-05,2002
"1924","Male","Adult","No",2002-08-05,2002
"1926",NA,"Adult","No",2002-08-05,2002
"1929","FemaleJ","Adult","No",2002-08-05,2002
"1929","FemaleJ","Adult","No",2002-08-14,2002
"1929","FemaleJ","Adult","No",2002-08-19,2002
"1929","FemaleJ","Adult","No",2002-08-27,2002
"1929","FemaleJ","Adult","No",2011-08-25,2011
"1930","FemaleJ","Adult","No",2002-08-13,2002
"1930","FemaleJ","Adult","No",2002-08-19,2002
"1930","FemaleJ","Adult","No",2002-08-30,2002
"1932",NA,"Adult","No",2002-08-13,2002
"1939",NA,"Adult","No",2002-08-14,2002
"1942",NA,"Adult","No",2002-08-14,2002
"1943",NA,"Adult","No",2002-08-14,2002
"1946",NA,"Adult","No",2002-08-14,2002
"1946",NA,"Adult","No",2002-08-22,2002
"195",NA,"Adult","No",1989-08-13,1989
"1951",NA,"Adult","No",2002-08-18,2002
"1956",NA,"Adult","No",2002-08-19,2002
"1957",NA,"Adult","No",2002-08-19,2002
"1959",NA,"Adult","No",2002-08-19,2002
"1960",NA,"Adult","No",2002-08-19,2002
"1961","FemaleJ","Adult","No",2002-08-19,2002
"1962",NA,"Adult","No",2002-08-19,2002
"1964",NA,"Adult","No",2002-08-19,2002
"1966","Male","Adult","No",2002-08-14,2002
"1966","Male","Adult","No",2002-08-19,2002
"1967",NA,"Adult","No",2002-08-14,2002
"1967",NA,"Adult","No",2002-08-19,2002
"1968",NA,"Adult","No",2002-08-19,2002
"197",NA,"Adult","No",1989-08-13,1989
"1970",NA,"Adult","No",2002-08-19,2002
"1971",NA,"Adult","No",2002-08-19,2002
"1972",NA,"Adult","No",2002-08-19,2002
"1978","FemaleJ","Adult","No",2002-08-14,2002
"1978","FemaleJ","Adult","No",2002-08-19,2002
"1980",NA,"Adult","No",2002-08-19,2002
"1981",NA,"Adult","No",2002-08-19,2002
"1982",NA,"Adult","No",2002-08-19,2002
"1983",NA,"Adult","No",2002-08-19,2002
"1987",NA,"Juvenile","No",2002-08-19,2002
"2",NA,"Adult","No",1989-07-23,1989
"2",NA,"Adult","No",1989-07-24,1989
"2",NA,"Adult","No",1989-08-10,1989
"2",NA,"Adult","No",1989-08-13,1989
"2000","FemaleJ","Adult","No",2002-08-22,2002
"2008","FemaleJ","Adult","No",2002-08-22,2002
"2010","FemaleJ","Adult","No",2002-08-22,2002
"2013","Male","Adult","No",2002-08-22,2002
"2013","Male","Adult","No",2011-08-21,2011
"2013","Male","Adult","No",2011-08-22,2011
"2013","Male","Adult","No",2011-08-25,2011
"2014","FemaleJ","Adult","No",2002-08-22,2002
"2019",NA,"Adult","No",2002-08-22,2002
"2019",NA,"Adult","No",2002-08-28,2002
"2020",NA,"Adult","No",2002-08-22,2002
"2021",NA,"Adult","No",2002-08-22,2002
"2022",NA,"Juvenile","No",2002-08-22,2002
"2025",NA,"Juvenile","No",2002-08-22,2002
"2028","Male","Adult","No",2002-08-22,2002
"2028","Male","Adult","No",2002-08-28,2002
"2028","Male","Adult","No",2010-07-27,2010
"2028","Male","Adult","No",2010-07-28,2010
"2028","Male","Adult","No",2011-08-14,2011
"2028","Male","Adult","No",2011-08-18,2011
"2028","Male","Adult","No",2011-08-21,2011
"2028","Male","Adult","No",2011-08-22,2011
"2028","Male","Adult","No",2011-08-24,2011
"2028","Male","Adult","No",2011-08-31,2011
"2028","Male","Adult","No",2015-08-15,2015
"2028","Male","Adult","No",2018-05-17,2018
"2028","Male","Adult","No",2018-08-16,2018
"2029",NA,"Adult","No",2002-08-22,2002
"2030",NA,"Juvenile","No",2002-08-22,2002
"2032",NA,"Adult","No",2002-08-22,2002
"2033",NA,"Adult","No",2002-08-22,2002
"2034",NA,"Adult","No",2002-08-22,2002
"2034",NA,"Adult","No",2002-08-28,2002
"2036",NA,"Adult","No",2002-08-22,2002
"2038",NA,"Adult","No",2002-08-22,2002
"2040",NA,"Adult","No",2002-08-22,2002
"2041",NA,"Adult","No",2002-08-22,2002
"2041",NA,"Adult","No",2002-08-28,2002
"2042","FemaleJ","Juvenile","No",2002-08-22,2002
"2044",NA,"Adult","No",2002-08-22,2002
"2048","Male","Adult","No",2002-08-22,2002
"2048","Male","Adult","No",2011-08-14,2011
"2048","Male","Adult","No",2011-08-18,2011
"2048","Male","Adult","No",2011-08-21,2011
"2048","Male","Adult","Yes",2011-08-24,2011
"2048","Male","Adult","No",2015-06-14,2015
"2048","Male","Adult","Yes",2015-06-15,2015
"2048","Male","Adult","Yes",2015-08-15,2015
"2048","Male","Adult","No",2016-07-22,2016
"2048","Male","Adult","Yes",2018-05-17,2018
"2048","Male","Adult","No",2018-08-16,2018
"2049",NA,"Adult","No",2002-08-22,2002
"2052",NA,"Adult","No",2002-08-22,2002
"2055",NA,"Adult","No",2002-08-23,2002
"2056",NA,"Adult","No",2002-08-24,2002
"2062","Male","Adult","No",2002-08-24,2002
"2062","Male","Adult","No",2002-08-28,2002
"207",NA,"Adult","No",1989-08-13,1989
"2077",NA,"Adult","No",2002-08-27,2002
"208","Male","Adult","No",1989-08-13,1989
"208","Male","Adult","No",1990-08-06,1990
"2081",NA,"Adult","No",2002-08-27,2002
"2089",NA,"Adult","No",2002-08-28,2002
"2090","Male","Adult","No",2002-08-28,2002
"2096",NA,"Adult","No",2002-08-28,2002
"2097",NA,"Adult","No",2002-08-28,2002
"21","Male","Adult","No",1989-07-24,1989
"21","Male","Adult","No",1989-07-25,1989
"21","Male","Adult","No",1990-08-06,1990
"21","Male","Adult","No",1990-08-09,1990
"2101",NA,"Adult","No",2002-08-28,2002
"2102","Male","Adult","No",1999-08-21,1999
"2102","Male","Adult","No",2002-08-28,2002
"2102","Male","Adult","No",2003-08-29,2003
"2102","Male","Adult","No",2011-08-25,2011
"2102","Male","Adult","No",2011-08-31,2011
"2102","Male","Adult","No",2013-09-06,2013
"2102","Male","Adult","No",2018-07-06,2018
"2102","Male","Adult","No",2018-08-16,2018
"2103",NA,"Adult","No",2002-08-28,2002
"2104",NA,"Adult","No",2002-08-28,2002
"2106",NA,"Adult","No",2002-08-28,2002
"2107","Male","Adult","No",2002-08-28,2002
"2107","Male","Adult","No",2003-08-29,2003
"2109",NA,"Adult","No",2002-08-28,2002
"2110",NA,"Adult","No",2002-08-28,2002
"2112",NA,"Adult","No",2002-08-30,2002
"2116",NA,"Adult","No",2002-08-30,2002
"213",NA,"Adult","No",1990-07-27,1990
"213",NA,"Adult","No",1990-07-28,1990
"213",NA,"Adult","No",1990-08-04,1990
"213",NA,"Adult","No",2001-08-06,2001
"213",NA,"Adult","No",2001-08-30,2001
"213",NA,"Adult","No",2002-08-05,2002
"213",NA,"Adult","No",2002-08-08,2002
"213",NA,"Adult","No",2002-08-19,2002
"213",NA,"Adult","No",2002-08-26,2002
"213",NA,"Adult","No",2002-08-27,2002
"2130","FemaleJ","Adult","No",2002-08-14,2002
"2131",NA,"Adult","No",2002-08-14,2002
"2133",NA,"Adult","No",2002-08-14,2002
"2135",NA,"Adult","No",2002-08-14,2002
"2137",NA,"Adult","No",2002-08-14,2002
"2138","Male","Adult","No",2002-08-14,2002
"2144",NA,"Adult","No",2002-08-14,2002
"2146",NA,"Adult","No",2002-08-14,2002
"2147","FemaleJ","Adult","No",2002-08-14,2002
"2148",NA,"Adult","No",2002-08-14,2002
"215",NA,"Adult","No",1989-08-13,1989
"2150",NA,"Adult","No",2002-08-14,2002
"2153",NA,"Adult","No",2002-08-14,2002
"2156",NA,"Adult","No",2002-08-14,2002
"22",NA,"Adult","No",1989-07-24,1989
"22",NA,"Adult","No",1990-08-08,1990
"222","FemaleJ","Adult","No",1994-08-07,1994
"222","FemaleJ","Adult","No",1998-07-20,1998
"2220",NA,"Adult","No",2003-08-28,2003
"2220",NA,"Adult","No",2003-08-29,2003
"2229",NA,"Adult","No",2003-08-29,2003
"223",NA,"Adult","No",1988-08-01,1988
"2232","Male","Adult","No",2003-08-29,2003
"2233","Male","Adult","No",2003-08-29,2003
"2235",NA,"Adult","No",2003-08-29,2003
"2237",NA,"Adult","No",2003-08-29,2003
"2238",NA,"Adult","No",2003-08-29,2003
"2241",NA,"Adult","No",2003-08-29,2003
"2246",NA,"Adult","No",2003-08-29,2003
"2246",NA,"Adult","No",2011-08-25,2011
"2250",NA,"Adult","No",2003-08-29,2003
"2252",NA,"Adult","No",2003-08-29,2003
"2258","FemaleJ","Adult","No",2003-09-25,2003
"2259",NA,"Adult","No",2003-09-26,2003
"2260",NA,"Adult","No",2003-09-26,2003
"2263",NA,"Adult","No",2003-08-29,2003
"2308",NA,"Adult","No",2003-07-07,2003
"235","FemaleJ","Adult","No",1990-06-22,1990
"235","FemaleJ","Adult","No",1990-07-14,1990
"235","FemaleJ","Adult","No",1990-07-30,1990
"235","FemaleJ","Adult","No",1993-07-13,1993
"235","FemaleJ","Adult","No",1993-07-14,1993
"235","FemaleJ","Adult","No",1993-07-17,1993
"235","FemaleJ","Adult","No",1993-07-20,1993
"235","FemaleJ","Adult","No",1994-08-02,1994
"237","FemaleJ","Adult","No",1990-07-08,1990
"237","FemaleJ","Adult","No",1990-07-14,1990
"237","FemaleJ","Adult","No",1990-07-16,1990
"237","FemaleJ","Adult","No",1993-07-17,1993
"238",NA,"Adult","No",1990-06-22,1990
"238",NA,"Adult","No",1990-07-08,1990
"238",NA,"Adult","No",1990-07-14,1990
"238",NA,"Adult","No",1990-07-16,1990
"24",NA,"Adult","No",1989-07-24,1989
"240",NA,"Adult","No",1990-07-08,1990
"240",NA,"Adult","No",1990-07-14,1990
"240",NA,"Adult","No",1990-07-16,1990
"242",NA,"Adult","No",1988-07-28,1988
"242",NA,"Adult","No",1990-06-17,1990
"244",NA,"Adult","No",1988-07-28,1988
"245",NA,"Adult","No",1988-07-28,1988
"25",NA,"Adult","No",1989-07-24,1989
